aX,aY,aZ,gX,gY,gZ
0.216,-1.415,-0.651,83.313,39.307,-101.501
0.202,-1.287,-0.562,91.614,49.927,-105.896
0.202,-1.157,-0.465,102.112,60.608,-110.718
0.194,-0.990,-0.360,114.502,72.021,-115.662
0.178,-0.777,-0.237,127.625,83.252,-119.873
0.175,-0.553,-0.099,137.146,93.994,-122.192
0.133,-0.287,0.016,137.939,104.858,-126.038
0.040,0.049,0.160,127.686,114.502,-135.742
-0.055,0.440,0.336,107.056,123.962,-149.292
-0.146,0.881,0.505,80.750,134.460,-160.156
-0.241,1.262,0.611,58.167,141.968,-160.400
-0.311,1.532,0.693,44.434,143.677,-144.836
-0.366,1.651,0.757,37.903,141.418,-115.723
-0.443,1.641,0.783,36.194,138.062,-80.322
-0.562,1.596,0.759,38.940,132.996,-46.143
-0.711,1.582,0.707,43.640,125.610,-19.043
-0.858,1.617,0.671,45.471,118.652,0.122
-0.973,1.676,0.688,39.795,113.281,14.709
-1.046,1.704,0.725,26.611,111.328,26.489
-1.107,1.647,0.771,7.263,111.572,37.048
-1.172,1.508,0.834,-15.930,108.765,47.607
-1.157,1.341,0.851,-40.955,107.605,56.335
-1.155,1.170,0.816,-66.650,107.483,63.354
-1.231,1.001,0.772,-91.614,106.567,69.824
-1.326,0.852,0.780,-112.122,105.347,73.425
-1.439,0.748,0.794,-123.169,103.943,77.087
-1.527,0.532,0.811,-123.047,97.046,93.323
-1.600,0.208,0.842,-115.723,84.656,114.990
-1.652,-0.155,0.867,-106.262,68.604,133.484
-1.659,-0.548,0.864,-98.083,48.828,149.719
-1.630,-0.941,0.832,-93.384,30.029,154.053
-1.594,-1.240,0.797,-90.149,11.230,142.395
-1.665,-1.295,0.785,-90.820,-8.057,118.469
-1.541,-1.310,0.775,-94.849,-23.193,101.807
-1.536,-1.308,0.734,-99.060,-35.828,81.909
-1.448,-1.253,0.690,-100.525,-42.480,63.538
-1.380,-1.260,0.640,-93.506,-50.964,55.481
-1.301,-1.282,0.611,-78.369,-61.890,53.040
-1.225,-1.287,0.547,-57.861,-65.125,50.964
-1.158,-1.300,0.468,-39.368,-65.918,47.424
-1.066,-1.322,0.375,-26.672,-66.467,41.321
-1.011,-1.312,0.285,-22.034,-69.824,30.762
-0.995,-1.238,0.208,-22.583,-67.993,17.761
-0.829,-1.205,0.159,-24.780,-67.932,10.315
-0.877,-1.112,0.175,-28.687,-68.054,-5.615
-0.757,-1.012,0.106,-29.602,-56.763,-8.789
-0.680,-0.895,0.053,-24.719,-49.744,-5.737
-0.671,-0.790,0.084,-18.677,-57.861,-4.150
-0.679,-0.691,0.106,-12.024,-63.538,-1.953
-0.638,-0.630,0.094,-5.859,-58.411,2.319
-0.619,-0.618,0.069,-0.244,-50.415,4.150
-0.632,-0.611,0.035,4.761,-41.260,2.502
-0.673,-0.590,0.008,9.888,-30.518,-0.854
-0.721,-0.547,-0.006,14.404,-22.034,-3.296
-0.760,-0.499,0.004,18.372,-17.151,-5.676
-0.790,-0.457,0.005,21.484,-13.123,-8.240
-0.805,-0.417,0.008,23.682,-10.071,-10.193
-0.808,-0.374,0.013,24.292,-7.019,-11.230
-0.805,-0.332,0.020,22.156,-3.235,-12.878
-0.808,-0.290,0.032,16.785,1.404,-14.648
-0.817,-0.246,0.043,8.972,6.409,-16.602
-0.824,-0.208,0.052,0.916,11.475,-18.433
-0.835,-0.179,0.062,-6.531,16.663,-19.653
-0.856,-0.155,0.080,-11.536,20.935,-19.592
-0.878,-0.135,0.098,-12.939,23.804,-16.663
-0.898,-0.135,0.114,-12.024,25.146,-11.963
-0.919,-0.164,0.141,-10.071,24.902,-6.470
-0.951,-0.188,0.170,-5.981,22.034,-1.648
-0.965,-0.218,0.188,-0.854,18.188,3.357
-0.968,-0.250,0.195,3.418,14.771,8.667
-0.974,-0.286,0.203,6.409,11.841,12.817
-0.977,-0.320,0.210,7.629,9.583,15.198
-0.977,-0.348,0.208,8.057,7.935,16.113
-0.980,-0.375,0.203,7.751,6.958,16.174
-0.978,-0.393,0.203,6.409,7.019,14.709
-0.973,-0.407,0.207,4.700,8.484,11.963
-0.974,-0.412,0.216,2.808,10.010,8.545
-0.976,-0.415,0.222,0.854,11.475,5.127
-0.975,-0.413,0.227,-1.282,12.817,2.380
-0.977,-0.406,0.243,-2.747,13.123,0.000
-0.986,-0.396,0.266,-2.441,12.024,-1.282
-0.994,-0.391,0.280,-0.122,9.583,-1.404
-0.994,-0.389,0.278,2.930,6.531,-0.427

-0.915,2.055,0.174,43.396,126.465,-41.626
-1.006,2.006,0.264,24.231,123.047,-15.991
-1.094,1.890,0.370,-3.906,124.695,5.432
-1.169,1.756,0.483,-32.349,133.667,23.926
-1.324,1.605,0.637,-54.443,144.775,40.894
-1.484,1.433,0.861,-68.848,154.175,58.411
-1.686,1.259,1.087,-76.355,157.227,78.186
-1.813,1.034,1.286,-78.247,158.142,99.121
-1.906,0.735,1.429,-77.515,149.048,121.033
-1.948,0.397,1.552,-77.332,126.770,139.648
-1.992,0.102,1.574,-77.881,97.717,152.771
-2.011,-0.225,1.591,-81.665,69.214,159.424
-2.000,-0.572,1.554,-88.867,43.030,158.569
-1.979,-0.880,1.483,-98.022,18.982,150.696
-1.972,-1.130,1.396,-108.459,-4.028,136.841
-1.913,-1.350,1.282,-119.873,-24.902,120.911
-1.794,-1.517,1.138,-130.066,-45.654,103.638
-1.669,-1.651,0.995,-133.911,-65.613,87.341
-1.543,-1.763,0.812,-129.578,-80.444,74.829
-1.376,-1.838,0.620,-119.202,-89.600,62.927
-1.251,-1.891,0.434,-106.445,-95.825,50.720
-1.121,-1.959,0.232,-93.750,-96.985,40.283
-0.966,-2.063,0.048,-81.299,-96.802,32.288
-0.798,-2.171,-0.114,-69.214,-98.450,25.696
-0.683,-2.232,-0.246,-57.251,-99.915,18.372
-0.570,-2.272,-0.385,-45.410,-98.267,9.521
-0.465,-2.239,-0.490,-33.997,-93.201,-2.258
-0.396,-2.176,-0.570,-25.696,-85.022,-15.930
-0.328,-2.094,-0.635,-18.005,-74.158,-29.175
-0.249,-2.028,-0.673,-9.277,-61.951,-40.405
-0.174,-1.955,-0.685,2.869,-50.842,-49.927
-0.111,-1.856,-0.674,19.287,-39.307,-57.434
-0.047,-1.738,-0.642,38.086,-28.503,-62.134
0.001,-1.607,-0.635,57.556,-19.348,-64.514
0.046,-1.481,-0.637,76.782,-12.756,-65.063
0.071,-1.372,-0.612,95.337,-7.629,-63.904
0.060,-1.249,-0.567,112.427,-0.916,-63.660
0.039,-1.103,-0.488,124.451,7.080,-65.979
-0.004,-0.987,-0.405,130.737,14.954,-70.618
-0.024,-0.860,-0.336,132.935,24.353,-76.782
-0.028,-0.720,-0.260,133.911,34.607,-85.388
-0.071,-0.532,-0.187,136.902,43.640,-93.933
-0.125,-0.304,-0.080,143.188,53.284,-100.647
-0.160,-0.060,0.050,148.376,64.575,-105.225
-0.214,0.228,0.199,149.536,74.036,-109.619
-0.296,0.553,0.361,143.921,81.238,-115.112
-0.346,0.868,0.505,127.686,87.708,-118.591
-0.404,1.145,0.608,103.271,93.262,-118.958
-0.426,1.346,0.634,78.979,98.938,-113.647
-0.469,1.433,0.608,59.631,96.802,-100.464
-0.591,1.478,0.545,46.814,90.637,-82.336
-0.734,1.496,0.411,42.236,83.984,-61.646
-0.812,1.508,0.260,43.518,74.768,-39.551
-0.833,1.480,0.187,45.654,65.491,-17.395
-0.853,1.437,0.194,42.236,62.378,1.953
-0.893,1.386,0.259,29.663,67.261,15.015
-0.924,1.313,0.339,10.864,76.477,20.020
-1.004,1.296,0.420,-11.353,89.172,19.165
-1.106,1.314,0.487,-33.630,104.004,16.846
-1.216,1.349,0.559,-53.223,115.173,19.592
-1.338,1.376,0.626,-68.665,118.286,28.442
-1.441,1.316,0.692,-79.346,114.563,44.128
-1.480,1.172,0.758,-85.999,106.934,66.284
-1.453,0.942,0.780,-88.989,93.689,89.600
-1.498,0.709,0.735,-91.553,78.125,106.506
-1.441,0.451,0.668,-95.764,62.500,122.864
-1.383,0.167,0.624,-101.990,51.392,133.545
-1.389,-0.092,0.596,-112.122,45.837,134.521
-1.370,-0.337,0.607,-123.169,43.152,133.057
-1.399,-0.535,0.654,-130.127,40.039,127.258
-1.416,-0.673,0.706,-131.042,33.997,121.521
-1.439,-0.818,0.724,-126.953,21.973,119.507
-1.429,-1.058,0.719,-118.896,7.324,117.920
-1.408,-1.274,0.719,-107.727,-6.714,118.530
-1.360,-1.542,0.694,-90.820,-20.020,121.765
-1.319,-1.647,0.690,-76.111,-25.269,108.154
-1.242,-1.642,0.623,-64.270,-32.593,93.689
-1.115,-1.612,0.624,-54.321,-40.283,75.989
-1.135,-1.578,0.463,-47.729,-26.001,42.053
-1.038,-1.410,0.329,-45.898,-20.752,28.870
-0.918,-1.301,0.310,-40.344,-22.278,17.944
-0.846,-1.237,0.224,-36.621,-22.339,3.052
-0.797,-1.141,0.192,-34.973,-33.569,-5.066
-0.777,-1.047,0.177,-30.762,-49.133,-6.409
-0.755,-0.984,0.149,-23.560,-59.387,-7.996
-0.721,-0.895,0.108,-14.832,-61.279,-9.277
-0.684,-0.829,0.076,-5.920,-56.824,-7.996
-0.670,-0.785,0.037,2.197,-49.561,-7.263
-0.656,-0.753,0.012,8.423,-40.405,-6.531
-0.646,-0.724,-0.008,13.184,-28.503,-6.592
-0.664,-0.677,-0.009,14.893,-17.944,-8.850
-0.688,-0.616,0.003,13.977,-10.315,-12.451
-0.706,-0.551,0.018,11.780,-5.188,-16.357
-0.722,-0.486,0.040,8.789,-0.977,-19.531
-0.741,-0.427,0.057,5.798,2.808,-21.484
-0.756,-0.376,0.072,3.479,6.531,-21.790
-0.777,-0.332,0.095,2.502,8.606,-21.179
-0.794,-0.292,0.117,1.770,9.644,-20.020
-0.803,-0.258,0.133,1.221,10.376,-18.677
-0.817,-0.235,0.149,1.221,11.108,-17.578
-0.841,-0.211,0.169,2.258,11.292,-15.625
-0.873,-0.182,0.181,5.554,11.047,-12.512
-0.897,-0.158,0.183,10.803,9.888,-8.423
-0.909,-0.157,0.183,15.564,7.935,-4.211
-0.922,-0.159,0.188,18.677,6.287,-1.160
-0.934,-0.160,0.189,19.897,5.798,0.793
-0.942,-0.163,0.192,19.592,5.798,2.441
-0.950,-0.172,0.198,17.334,6.470,3.479
-0.954,-0.188,0.208,13.000,8.118,4.211
-0.961,-0.208,0.217,7.812,10.071,4.639
-0.972,-0.227,0.225,2.869,11.475,3.967
-0.989,-0.236,0.240,-1.404,12.207,2.747
-0.997,-0.242,0.259,-4.456,12.207,1.343
-0.999,-0.248,0.276,-5.859,11.536,1.099
-0.997,-0.280,0.311,-5.371,9.644,2.075
-1.026,-0.316,0.315,-3.540,8.728,0.732
-1.014,-0.329,0.313,-1.465,6.409,1.526
-1.031,-0.338,0.333,2.747,-0.977,4.089
-1.015,-0.370,0.314,6.958,-5.066,5.066

-1.213,1.939,0.678,-4.333,172.241,-96.069
-1.384,2.042,0.862,-31.860,172.668,-71.289
-1.476,1.981,0.998,-62.744,168.884,-39.001
-1.510,1.770,1.095,-86.731,161.987,-6.104
-1.546,1.526,1.192,-94.177,154.114,24.109
-1.625,1.351,1.268,-86.548,145.325,53.162
-1.707,1.173,1.267,-72.388,129.028,81.177
-1.723,0.992,1.287,-60.730,107.727,105.164
-1.735,0.816,1.216,-56.824,88.806,123.962
-1.721,0.589,1.127,-63.660,65.674,139.404
-1.666,0.293,1.035,-77.881,44.067,150.391
-1.597,-0.047,0.931,-95.215,27.893,154.907
-1.549,-0.393,0.798,-111.877,15.625,153.381
-1.527,-0.676,0.656,-126.404,5.249,146.606
-1.533,-0.890,0.572,-140.137,-5.615,135.010
-1.458,-1.089,0.518,-148.621,-15.320,122.559
-1.455,-1.217,0.448,-144.043,-27.466,109.253
-1.453,-1.254,0.388,-129.089,-38.879,95.520
-1.391,-1.278,0.337,-111.084,-48.523,88.318
-1.314,-1.304,0.266,-95.154,-57.312,87.402
-1.244,-1.429,0.194,-83.191,-64.819,89.233
-1.130,-1.601,0.077,-74.280,-64.941,88.562
-0.990,-1.821,-0.026,-68.359,-61.584,85.205
-0.852,-2.026,-0.145,-63.599,-58.228,78.796
-0.765,-2.217,-0.249,-57.861,-55.481,68.359
-0.697,-2.390,-0.365,-48.950,-52.917,53.894
-0.647,-2.496,-0.467,-36.865,-50.110,35.278
-0.619,-2.492,-0.531,-23.926,-48.523,12.207
-0.577,-2.408,-0.563,-13.855,-44.189,-11.658
-0.525,-2.293,-0.576,-6.226,-38.879,-33.936
-0.446,-2.168,-0.591,3.113,-31.738,-52.490
-0.349,-2.050,-0.578,15.503,-23.804,-66.711
-0.246,-1.923,-0.563,28.809,-15.198,-78.247
-0.152,-1.785,-0.533,41.321,-8.484,-87.769
-0.078,-1.646,-0.496,53.040,-4.211,-94.910
-0.011,-1.503,-0.450,64.636,-1.038,-100.586
0.033,-1.376,-0.407,76.843,1.282,-105.530
0.056,-1.230,-0.371,88.928,4.028,-109.192
0.052,-1.085,-0.333,99.426,7.629,-111.938
0.024,-0.938,-0.312,108.643,12.878,-114.136
-0.002,-0.769,-0.284,115.601,18.066,-115.784
-0.008,-0.606,-0.250,119.324,23.682,-115.784
0.000,-0.432,-0.225,121.399,30.151,-114.197
0.030,-0.251,-0.211,122.986,37.781,-113.281
0.047,-0.035,-0.196,121.399,47.913,-115.173
0.054,0.236,-0.120,113.831,60.791,-118.286
0.012,0.519,-0.027,99.487,74.829,-121.460
-0.079,0.776,0.074,78.674,89.050,-123.230
-0.204,0.963,0.138,59.143,100.891,-119.873
-0.327,1.097,0.193,50.110,108.154,-108.887
-0.445,1.193,0.280,49.988,112.915,-89.294
-0.545,1.248,0.362,53.711,117.737,-62.195
-0.625,1.251,0.450,59.570,120.422,-31.677
-0.695,1.207,0.544,63.232,118.591,-3.906
-0.759,1.168,0.619,60.486,113.647,17.517
-0.869,1.194,0.676,49.316,106.689,28.687
-0.977,1.220,0.731,27.954,101.563,28.076
-1.112,1.251,0.742,-1.892,99.792,21.301
-1.261,1.288,0.737,-36.438,101.868,12.634
-1.361,1.277,0.715,-71.411,106.262,6.531
-1.423,1.234,0.700,-98.999,108.459,7.385
-1.463,1.148,0.687,-114.746,106.750,17.029
-1.467,1.008,0.681,-120.239,105.713,33.875
-1.421,0.822,0.687,-117.737,102.539,53.894
-1.437,0.619,0.724,-109.680,93.567,73.425
-1.503,0.423,0.763,-100.281,86.670,89.417
-1.563,0.235,0.785,-92.590,80.688,99.609
-1.588,0.062,0.788,-87.280,69.092,107.849
-1.625,-0.104,0.780,-84.839,54.199,111.694
-1.623,-0.276,0.750,-85.938,38.513,113.525
-1.595,-0.450,0.715,-88.745,21.362,113.831
-1.540,-0.640,0.681,-90.332,4.639,111.267
-1.522,-0.743,0.636,-90.454,-8.850,105.286
-1.432,-0.850,0.596,-86.731,-22.217,104.004
-1.401,-0.936,0.561,-79.285,-34.302,99.060
-1.297,-1.054,0.487,-69.092,-40.527,95.093
-1.215,-1.161,0.404,-56.213,-46.143,90.576
-1.146,-1.215,0.328,-43.640,-49.683,82.458
-1.095,-1.241,0.264,-33.691,-48.523,70.496
-1.051,-1.258,0.204,-27.771,-43.274,57.495
-0.985,-1.264,0.164,-25.208,-38.879,44.861
-0.902,-1.285,0.139,-23.987,-36.743,33.813
-0.970,-1.254,0.166,-23.193,-33.875,19.226
-0.861,-1.194,0.100,-21.179,-23.621,12.390
-0.861,-1.120,0.111,-20.020,-27.893,5.188
-0.853,-1.017,0.150,-19.226,-36.194,-0.977
-0.864,-0.919,0.188,-17.273,-41.016,-5.249
-0.830,-0.820,0.192,-13.611,-38.879,-8.362
-0.802,-0.744,0.182,-9.766,-37.292,-9.216
-0.749,-0.709,0.176,-5.798,-35.889,-8.423
-0.688,-0.691,0.150,0.122,-31.372,-8.423
-0.679,-0.640,0.130,8.606,-26.550,-11.230
-0.714,-0.542,0.128,17.334,-22.583,-16.602
-0.745,-0.438,0.133,22.461,-19.775,-21.057
-0.757,-0.342,0.133,23.010,-17.395,-23.315
-0.770,-0.272,0.129,20.020,-15.320,-23.987
-0.777,-0.229,0.128,14.709,-13.733,-23.499
-0.791,-0.198,0.118,8.606,-11.780,-22.461
-0.810,-0.166,0.107,3.723,-8.606,-21.423
-0.827,-0.145,0.099,0.488,-6.348,-19.958
-0.836,-0.126,0.094,-1.587,-4.578,-17.944
-0.844,-0.114,0.094,-2.747,-2.319,-15.137
-0.864,-0.107,0.094,-3.357,-0.061,-11.719
-0.884,-0.099,0.096,-2.747,1.953,-8.423
-0.896,-0.102,0.100,-1.282,2.930,-5.188
-0.909,-0.115,0.105,0.610,3.967,-1.526
-0.924,-0.129,0.108,1.892,5.737,2.502
-0.942,-0.145,0.111,1.892,7.019,5.737
-0.952,-0.168,0.114,0.061,7.751,7.874
-0.961,-0.193,0.118,-3.540,8.484,9.094
-0.967,-0.223,0.124,-7.812,9.583,9.277
-0.977,-0.251,0.135,-12.085,10.803,8.972
-0.987,-0.271,0.156,-15.076,11.902,8.484
-1.000,-0.302,0.166,-15.747,12.085,8.362
-1.006,-0.316,0.186,-13.489,11.414,9.644
-1.010,-0.340,0.196,-8.057,10.925,11.169
-1.015,-0.346,0.203,-1.404,9.094,13.062
-1.019,-0.354,0.209,4.578,6.897,14.893
-1.019,-0.365,0.214,8.484,4.272,16.418

-1.097,1.765,0.352,-13.428,141.785,-48.828
-1.264,1.766,0.531,-26.123,147.705,-23.560
-1.414,1.648,0.707,-42.358,152.222,-1.038
-1.545,1.478,0.842,-58.899,153.625,16.968
-1.667,1.323,0.955,-70.313,150.208,30.579
-1.767,1.184,1.050,-75.378,141.235,43.457
-1.907,1.061,1.162,-75.989,122.498,59.021
-1.900,0.940,1.176,-73.242,108.826,76.599
-1.922,0.742,1.148,-70.618,87.402,97.412
-1.942,0.457,1.078,-73.120,61.523,117.615
-1.906,0.098,0.989,-78.491,38.330,133.240
-1.838,-0.255,0.872,-84.473,21.179,138.306
-1.787,-0.547,0.786,-90.515,4.517,131.653
-1.710,-0.708,0.714,-97.595,-11.230,118.286
-1.657,-0.772,0.671,-106.323,-26.978,99.548
-1.579,-0.800,0.634,-116.516,-39.307,80.872
-1.499,-0.845,0.573,-123.779,-46.814,66.345
-1.393,-0.919,0.455,-124.512,-51.819,58.472
-1.291,-1.056,0.330,-119.629,-59.570,58.167
-1.164,-1.273,0.206,-108.826,-65.796,64.514
-1.030,-1.507,0.073,-93.689,-65.918,72.205
-0.925,-1.740,-0.049,-77.087,-62.500,77.759
-0.839,-1.965,-0.153,-61.707,-57.556,79.468
-0.758,-2.158,-0.254,-49.438,-52.246,75.989
-0.686,-2.299,-0.332,-39.917,-48.035,65.430
-0.627,-2.416,-0.386,-30.151,-45.349,48.157
-0.565,-2.459,-0.436,-21.362,-40.405,27.466
-0.511,-2.444,-0.470,-11.414,-36.804,4.028
-0.451,-2.368,-0.509,0.122,-33.875,-18.250
-0.365,-2.270,-0.535,13.916,-29.785,-37.476
-0.278,-2.140,-0.552,30.212,-24.780,-52.673
-0.200,-1.997,-0.559,46.570,-20.447,-63.904
-0.137,-1.848,-0.551,60.852,-17.090,-72.388
-0.075,-1.709,-0.530,73.486,-13.184,-78.308
-0.026,-1.583,-0.504,84.595,-6.958,-83.374
-0.011,-1.437,-0.471,95.581,0.916,-88.745
-0.017,-1.262,-0.418,106.018,9.399,-93.994
-0.030,-1.090,-0.353,115.601,18.799,-97.534
-0.046,-0.929,-0.272,123.596,28.259,-99.670
-0.062,-0.756,-0.171,128.479,38.147,-101.501
-0.084,-0.588,-0.067,127.563,48.645,-104.797
-0.106,-0.429,0.025,121.765,58.350,-110.107
-0.125,-0.242,0.106,113.342,65.308,-116.150
-0.163,-0.029,0.177,104.797,70.740,-122.070
-0.216,0.232,0.219,95.642,75.256,-127.258
-0.285,0.530,0.249,89.661,76.355,-131.531
-0.328,0.807,0.270,86.243,76.477,-130.432
-0.370,1.048,0.268,81.665,75.867,-121.887
-0.395,1.207,0.276,72.571,78.247,-105.774
-0.405,1.287,0.286,58.228,83.984,-83.679
-0.437,1.308,0.296,42.542,89.539,-59.387
-0.530,1.294,0.292,29.602,94.360,-36.926
-0.621,1.276,0.269,20.386,96.619,-17.334
-0.660,1.279,0.255,15.503,94.849,-1.587
-0.673,1.287,0.293,12.573,93.323,10.681
-0.700,1.307,0.343,6.165,95.459,20.447
-0.726,1.318,0.396,-5.554,102.600,27.283
-0.744,1.327,0.439,-21.606,114.563,30.884
-0.812,1.357,0.459,-40.039,127.380,31.738
-0.942,1.411,0.484,-60.181,137.695,32.166
-1.081,1.479,0.544,-82.153,145.081,34.668
-1.217,1.486,0.696,-103.882,148.315,44.312
-1.329,1.391,0.819,-119.873,148.926,61.584
-1.326,1.172,0.958,-125.549,145.081,83.801
-1.460,0.917,1.057,-120.605,132.935,109.680
-1.492,0.558,1.109,-108.826,112.610,140.015
-1.517,0.138,1.134,-93.018,86.121,168.640
-1.526,-0.270,1.110,-79.041,59.326,185.364
-1.563,-0.636,1.032,-72.144,34.363,190.125
-1.588,-0.977,0.943,-74.219,10.742,183.228
-1.568,-1.261,0.853,-81.909,-11.719,167.236
-1.522,-1.470,0.777,-90.210,-31.494,144.836
-1.491,-1.557,0.714,-97.534,-48.279,118.958
-1.509,-1.466,0.666,-101.135,-58.411,94.543
-1.308,-1.489,0.540,-94.055,-64.026,86.487
-1.309,-1.417,0.499,-82.886,-79.773,72.815
-1.231,-1.323,0.451,-69.092,-84.290,63.843
-1.143,-1.253,0.378,-51.270,-77.332,57.739
-1.071,-1.226,0.266,-36.194,-63.660,49.561
-0.974,-1.201,0.173,-27.100,-51.880,40.100
-0.899,-1.176,0.105,-23.560,-47.241,29.419
-0.887,-1.179,0.096,-23.437,-50.476,20.447
-0.897,-1.125,0.088,-22.400,-49.011,14.465
-0.747,-1.176,0.067,-17.090,-46.814,11.963
-0.812,-1.110,0.102,-11.292,-45.532,2.502
-0.691,-1.032,0.048,-2.014,-34.241,5.066
-0.695,-0.957,0.078,6.409,-32.959,4.700
-0.733,-0.898,0.110,13.367,-34.729,4.822
-0.712,-0.826,0.119,18.921,-31.982,2.502
-0.738,-0.752,0.146,21.912,-30.457,-2.380
-0.729,-0.676,0.123,22.644,-21.423,-9.033
-0.724,-0.567,0.096,21.729,-12.329,-14.526
-0.723,-0.490,0.075,19.775,-7.996,-18.127
-0.741,-0.421,0.065,16.418,-7.141,-19.531
-0.764,-0.377,0.079,10.681,-6.165,-19.409
-0.778,-0.352,0.094,4.395,-2.625,-18.677
-0.801,-0.340,0.100,-0.061,0.061,-18.005
-0.825,-0.325,0.129,-2.869,1.099,-17.212
-0.852,-0.307,0.129,-3.540,2.441,-16.541
-0.884,-0.277,0.146,-2.014,4.395,-15.686
-0.899,-0.252,0.141,2.441,4.395,-12.756
-0.917,-0.228,0.131,8.301,3.296,-8.972
-0.926,-0.209,0.127,12.817,1.648,-5.005
-0.933,-0.201,0.139,15.137,0.366,-2.014
-0.939,-0.206,0.149,15.564,-0.427,0.549
-0.930,-0.215,0.161,13.672,0.000,3.723
-0.937,-0.238,0.183,10.803,0.549,6.104
-0.947,-0.273,0.197,6.836,1.770,6.958
-0.943,-0.306,0.199,1.831,4.028,6.042
-0.947,-0.332,0.201,-3.235,5.676,4.333
-0.955,-0.358,0.209,-6.714,6.470,1.770
-0.964,-0.370,0.212,-7.324,6.470,-0.854
-0.969,-0.368,0.210,-6.042,5.920,-2.258
-0.969,-0.365,0.204,-3.723,5.188,-2.625
-0.970,-0.370,0.206,-1.648,4.883,-2.014
-0.969,-0.380,0.210,0.488,4.761,-0.488
-0.967,-0.392,0.213,2.930,4.761,0.977
-0.967,-0.397,0.220,5.005,4.333,1.770
-0.966,-0.401,0.225,6.470,3.723,1.892

-0.849,1.526,-0.087,15.503,159.790,-47.424
-1.064,1.513,0.181,19.348,164.124,-13.550
-1.254,1.425,0.470,19.409,165.466,15.137
-1.419,1.294,0.710,14.404,162.476,37.048
-1.580,1.196,0.933,7.751,155.334,51.941
-1.786,1.149,1.113,-1.343,143.982,61.707
-1.915,1.118,1.231,-12.329,135.742,68.848
-1.999,1.046,1.321,-25.696,121.216,78.430
-2.011,0.914,1.365,-39.978,100.586,91.431
-2.000,0.726,1.384,-52.612,74.463,104.980
-1.956,0.525,1.320,-61.890,47.607,116.760
-1.882,0.270,1.217,-67.627,19.897,127.563
-1.783,0.003,1.073,-70.618,-5.127,136.963
-1.654,-0.272,0.897,-71.960,-27.832,141.479
-1.534,-0.448,0.729,-73.364,-48.767,139.709
-1.411,-0.600,0.562,-75.867,-68.359,135.742
-1.307,-0.705,0.429,-80.383,-81.604,127.563
-1.197,-0.801,0.308,-86.060,-84.229,119.751
-1.126,-0.902,0.176,-91.614,-82.947,114.319
-1.054,-1.053,0.095,-95.032,-82.703,112.427
-0.969,-1.190,0.031,-93.872,-72.327,109.375
-0.914,-1.365,-0.024,-89.417,-58.716,104.492
-0.852,-1.553,-0.114,-82.764,-45.410,98.816
-0.793,-1.761,-0.154,-75.073,-38.879,90.454
-0.748,-1.960,-0.209,-68.054,-37.598,80.261
-0.696,-2.126,-0.281,-57.190,-40.710,67.383
-0.658,-2.217,-0.332,-43.457,-47.974,53.101
-0.612,-2.236,-0.376,-27.344,-56.030,38.208
-0.575,-2.200,-0.401,-10.681,-61.707,23.437
-0.538,-2.146,-0.428,5.798,-64.209,9.216
-0.478,-2.094,-0.470,22.888,-62.378,-1.282
-0.405,-2.045,-0.504,38.574,-57.617,-9.216
-0.308,-2.008,-0.549,50.598,-51.025,-17.944
-0.217,-1.942,-0.579,57.556,-43.457,-29.175
-0.136,-1.853,-0.583,60.181,-35.461,-43.213
-0.072,-1.727,-0.573,60.791,-25.635,-58.167
-0.038,-1.584,-0.542,60.669,-14.282,-71.960
-0.016,-1.464,-0.482,60.486,-2.197,-82.520
0.003,-1.349,-0.410,62.195,10.437,-89.661
-0.003,-1.213,-0.335,67.871,21.545,-94.421
-0.028,-1.081,-0.271,76.355,28.748,-96.802
-0.043,-0.964,-0.231,84.167,32.776,-96.741
-0.059,-0.849,-0.191,89.294,35.645,-97.229
-0.078,-0.731,-0.156,91.675,38.757,-98.755
-0.093,-0.610,-0.121,92.468,41.748,-100.708
-0.130,-0.484,-0.093,94.788,43.274,-103.149
-0.188,-0.349,-0.086,98.328,43.823,-104.065
-0.217,-0.212,-0.106,102.112,45.105,-102.722
-0.253,-0.072,-0.119,106.201,46.814,-101.257
-0.301,0.093,-0.127,109.131,51.025,-100.647
-0.324,0.244,-0.109,109.558,57.495,-99.548
-0.359,0.395,-0.061,108.154,65.552,-95.459
-0.409,0.515,0.003,103.455,75.195,-88.440
-0.435,0.577,0.067,93.506,83.618,-80.322
-0.457,0.629,0.130,82.642,88.013,-72.998
-0.512,0.701,0.189,71.533,89.783,-70.313
-0.562,0.789,0.200,58.411,91.309,-72.388
-0.595,0.932,0.201,44.800,92.224,-76.294
-0.628,1.091,0.236,32.104,92.407,-79.895
-0.664,1.271,0.272,20.569,92.896,-78.369
-0.708,1.409,0.299,9.644,95.215,-70.862
-0.721,1.500,0.322,-1.343,98.877,-56.519
-0.757,1.521,0.332,-10.986,102.783,-37.048
-0.809,1.522,0.331,-19.165,107.483,-17.395
-0.866,1.514,0.332,-27.588,111.938,-1.831
-0.908,1.500,0.361,-38.269,115.723,9.644
-0.992,1.490,0.445,-51.636,117.737,19.287
-0.999,1.482,0.507,-66.528,120.300,29.907
-0.988,1.425,0.546,-81.543,119.019,42.114
-1.066,1.332,0.564,-97.290,114.746,55.359
-1.067,1.111,0.551,-111.816,109.253,74.890
-1.080,0.888,0.525,-122.986,103.638,93.445
