aX,aY,aZ,gX,gY,gZ
-0.822,-0.483,0.379,2.686,0.732,5.066
-0.826,-0.489,0.373,3.174,0.488,5.005
-0.826,-0.493,0.370,3.174,0.000,4.944
-0.829,-0.498,0.366,2.869,-0.244,4.700
-0.827,-0.498,0.363,2.869,0.366,5.005
-0.819,-0.499,0.365,2.991,1.343,5.371
-0.816,-0.501,0.378,3.357,3.540,5.188
-0.818,-0.503,0.397,4.089,6.165,4.822
-0.820,-0.507,0.413,4.883,8.362,4.578
-0.819,-0.509,0.424,5.127,9.216,4.395
-0.817,-0.516,0.441,5.066,9.277,3.906
-0.814,-0.526,0.461,4.089,8.545,3.174

-1.330,1.267,0.002,-61.951,169.128,-105.347
-1.417,1.332,0.198,-62.805,178.589,-84.656
-1.472,1.385,0.352,-61.523,181.458,-61.523
-1.498,1.426,0.528,-55.725,179.199,-39.063
-1.546,1.426,0.698,-45.837,173.767,-16.724
-1.542,1.360,0.881,-38.086,169.617,6.042
-1.536,1.229,1.077,-38.086,165.283,28.503
-1.531,1.087,1.252,-44.250,156.921,47.729
-1.494,0.974,1.376,-52.917,142.761,62.378
-1.485,0.908,1.456,-62.073,127.625,72.693
-1.486,0.868,1.487,-68.604,110.840,81.299
-1.486,0.860,1.484,-73.303,91.370,90.576
-1.520,0.838,1.480,-79.163,72.021,102.783
-1.529,0.718,1.505,-85.876,56.580,120.972
-1.436,0.482,1.514,-92.957,45.410,142.883
-1.286,0.252,1.511,-100.769,36.621,161.011
-1.131,-0.008,1.500,-106.140,28.076,176.514
-0.979,-0.249,1.468,-109.253,17.700,185.608
-0.824,-0.435,1.389,-111.389,6.897,187.622
-0.725,-0.561,1.282,-112.610,-7.446,184.448
-0.634,-0.668,1.191,-114.197,-22.278,179.199
-0.540,-0.746,1.100,-117.126,-32.593,173.523
-0.477,-0.822,1.009,-120.850,-38.696,168.152
-0.441,-0.913,0.947,-126.526,-41.870,165.283
-0.398,-1.055,0.909,-131.409,-41.687,166.870
-0.294,-1.294,0.915,-133.057,-37.476,170.410
-0.196,-1.557,0.959,-127.075,-29.358,170.837
-0.114,-1.787,1.006,-109.680,-21.912,164.673
-0.053,-1.977,0.997,-81.909,-16.479,153.320
-0.014,-2.123,0.918,-50.598,-12.390,137.024
0.029,-2.191,0.781,-22.461,-10.742,119.446
0.059,-2.218,0.651,-0.488,-11.475,101.624
0.091,-2.296,0.553,13.672,-11.780,85.571
0.159,-2.433,0.493,21.667,-8.057,71.533
0.245,-2.570,0.458,26.184,-1.526,56.396
0.332,-2.701,0.432,30.029,5.981,37.964
0.401,-2.814,0.425,35.828,12.451,14.648
0.468,-2.848,0.380,43.884,17.944,-12.634
0.483,-2.769,0.282,51.575,20.508,-43.701
0.476,-2.591,0.191,57.556,19.653,-74.646
0.463,-2.381,0.120,61.035,18.066,-101.013
0.459,-2.176,0.079,58.533,18.127,-123.779
0.431,-1.926,0.073,50.842,22.827,-146.057
0.408,-1.678,0.097,44.556,30.945,-165.161
0.349,-1.414,0.168,41.626,40.771,-182.373
0.244,-1.098,0.277,43.396,52.673,-197.876
0.070,-0.773,0.384,49.927,65.186,-209.839
-0.097,-0.460,0.491,59.814,75.500,-215.576
-0.259,-0.141,0.595,70.251,82.520,-215.759
-0.410,0.140,0.705,76.965,86.304,-211.975
-0.501,0.382,0.835,76.233,89.417,-203.857
-0.580,0.603,0.995,69.214,91.736,-191.833
-0.693,0.733,1.161,58.899,91.736,-176.636
-0.746,0.813,1.353,46.326,89.172,-157.349
-0.794,0.870,1.488,34.119,83.984,-136.536
-0.951,0.911,1.543,25.513,72.998,-116.150
-1.138,0.851,1.471,22.705,57.068,-94.299
-1.219,0.760,1.294,24.719,36.377,-72.205
-1.202,0.692,1.088,28.625,16.235,-51.575
-1.219,0.597,0.925,33.325,-0.671,-36.804
-1.216,0.487,0.805,35.278,-14.038,-27.039
-1.168,0.395,0.720,30.090,-23.132,-20.020
-1.133,0.338,0.677,18.250,-30.945,-15.076
-1.067,0.293,0.679,3.418,-36.194,-12.085
-1.079,0.262,0.663,-10.620,-46.509,-9.033
-1.070,0.228,0.644,-21.912,-55.908,-5.310
-1.061,0.190,0.602,-29.724,-56.091,-1.831
-1.058,0.153,0.533,-31.921,-50.720,2.258
-1.071,0.128,0.451,-28.076,-42.358,8.057
-1.046,0.095,0.359,-20.813,-34.363,10.864
-1.015,0.064,0.307,-11.780,-31.006,15.137
-1.004,0.012,0.281,-3.296,-30.029,20.386
-0.989,-0.067,0.283,2.808,-27.893,26.245
-0.936,-0.159,0.295,5.737,-21.851,31.494
-0.877,-0.240,0.310,6.958,-18.127,35.217
-0.823,-0.299,0.337,5.859,-16.602,35.828
-0.799,-0.342,0.364,2.869,-16.296,33.203
-0.787,-0.367,0.385,-0.793,-16.052,29.846
-0.788,-0.382,0.403,-4.639,-15.625,25.879
-0.796,-0.402,0.415,-7.935,-16.541,22.156
-0.800,-0.397,0.416,-10.620,-17.334,18.799
-0.806,-0.385,0.415,-11.658,-17.151,16.174
-0.805,-0.380,0.420,-10.559,-16.296,14.526
-0.805,-0.384,0.422,-7.874,-13.916,13.611
-0.792,-0.398,0.415,-4.272,-10.254,13.306
-0.775,-0.412,0.410,-0.916,-6.348,13.123
-0.762,-0.425,0.411,1.648,-3.052,12.451
-0.754,-0.432,0.417,2.686,-0.183,11.230
-0.759,-0.435,0.424,2.869,2.380,9.705
-0.767,-0.435,0.429,3.235,4.333,8.301
-0.780,-0.433,0.435,3.357,4.456,6.836
-0.793,-0.430,0.447,3.357,3.174,6.165
-0.800,-0.431,0.447,3.662,0.549,6.042
-0.800,-0.436,0.438,4.150,-2.686,6.287
-0.802,-0.449,0.425,4.822,-5.066,6.226
-0.800,-0.454,0.419,5.005,-5.981,6.042
-0.797,-0.451,0.415,5.249,-6.042,5.737
-0.805,-0.442,0.417,6.042,-6.165,4.883
-0.810,-0.434,0.411,6.836,-6.104,4.578
-0.816,-0.420,0.394,7.324,-5.127,4.028
-0.825,-0.403,0.385,6.836,-3.967,3.540
-0.841,-0.385,0.375,6.775,-2.319,3.357
-0.848,-0.375,0.365,7.202,-0.366,3.601
-0.849,-0.369,0.353,7.324,1.221,4.517
-0.843,-0.373,0.352,6.592,2.869,5.798
-0.835,-0.380,0.369,5.127,4.639,6.714
-0.830,-0.397,0.396,4.700,6.165,7.202
-0.814,-0.413,0.415,5.615,6.958,7.202
-0.812,-0.424,0.428,5.981,7.324,6.470
-0.822,-0.432,0.431,5.676,7.874,5.249
-0.826,-0.432,0.434,4.272,7.751,4.028
-0.831,-0.427,0.445,1.709,6.592,3.113
-0.839,-0.414,0.466,-1.648,5.188,2.441
-0.844,-0.409,0.483,-4.822,4.089,2.258
-0.847,-0.405,0.500,-6.531,2.991,2.380
-0.845,-0.395,0.512,-6.165,1.282,3.235
-0.836,-0.390,0.516,-3.784,-0.122,4.395
-0.865,-0.399,0.538,0.305,-0.854,5.737
-0.855,-0.401,0.533,5.554,-0.732,7.996

-1.112,1.368,-0.371,14.221,87.219,-175.537
-1.116,1.527,-0.256,4.395,92.712,-150.696
-1.086,1.637,-0.141,-4.700,103.943,-128.174
-1.130,1.767,0.018,-11.536,116.821,-109.436
-1.118,1.903,0.140,-15.991,130.798,-93.628
-1.217,2.064,0.322,-23.315,138.916,-77.087
-1.317,2.178,0.516,-32.410,145.386,-54.199
-1.370,2.183,0.714,-39.307,150.024,-22.766
-1.344,2.075,0.874,-43.518,153.198,14.771
-1.311,1.806,1.025,-46.021,150.146,55.359
-1.237,1.466,1.138,-49.683,142.700,92.834
-1.111,1.136,1.201,-57.007,133.179,123.169
-0.991,0.805,1.205,-65.857,121.887,142.517
-0.939,0.547,1.197,-73.425,108.337,151.550
-0.907,0.393,1.128,-80.933,95.215,151.978
-0.925,0.378,1.056,-90.881,80.933,150.208
-0.977,0.380,0.979,-102.051,67.993,153.259
-1.021,0.290,0.946,-112.915,58.655,162.781
-1.038,0.111,0.968,-120.789,55.786,180.420
-0.987,-0.192,1.034,-124.084,59.082,203.125
-0.876,-0.523,1.120,-123.840,60.364,222.412
-0.710,-0.876,1.155,-122.253,59.570,235.657
-0.395,-1.234,1.254,-119.324,54.199,239.014
-0.170,-1.490,1.412,-108.948,49.438,224.182
-0.117,-1.584,1.420,-85.144,46.021,193.237
-0.151,-1.587,1.290,-58.838,35.889,160.217
-0.283,-1.620,1.116,-43.701,20.020,135.498
-0.337,-1.681,0.947,-39.795,6.531,123.047
-0.330,-1.793,0.822,-39.429,1.404,118.042
-0.294,-1.968,0.758,-34.302,3.662,114.258
-0.205,-2.176,0.744,-21.240,8.423,106.995
-0.116,-2.360,0.731,-4.272,13.306,92.834
-0.055,-2.473,0.702,11.108,17.456,71.228
-0.022,-2.506,0.632,21.362,20.020,44.434
-0.030,-2.501,0.553,24.841,20.203,16.113
-0.033,-2.480,0.483,25.146,19.409,-10.437
-0.024,-2.432,0.409,25.757,19.592,-34.424
0.007,-2.333,0.346,26.733,20.935,-56.641
0.026,-2.207,0.299,28.198,21.423,-77.454
0.028,-2.077,0.276,31.189,22.644,-96.497
0.040,-1.932,0.268,35.461,26.062,-113.342
0.026,-1.767,0.298,41.382,30.579,-128.479
0.027,-1.578,0.327,49.194,36.621,-141.541
-0.035,-1.353,0.332,58.228,43.579,-156.189
-0.078,-1.084,0.331,65.186,50.781,-167.236
-0.129,-0.820,0.358,67.322,55.969,-176.208
-0.200,-0.565,0.444,63.049,58.716,-182.678
-0.284,-0.316,0.576,55.603,63.293,-185.425
-0.383,-0.096,0.725,47.607,68.359,-182.861
-0.464,0.095,0.860,40.649,73.120,-175.110
-0.527,0.250,0.982,36.682,74.158,-163.025
-0.604,0.380,1.068,35.645,71.472,-150.146
-0.694,0.493,1.131,37.170,65.979,-136.902
-0.795,0.602,1.168,39.795,58.044,-123.352
-0.882,0.689,1.192,41.565,49.744,-108.215
-0.949,0.750,1.197,42.786,42.603,-90.576
-0.988,0.753,1.187,43.274,35.217,-70.923
-0.993,0.699,1.170,40.161,26.367,-51.514
-0.989,0.629,1.143,31.372,16.418,-34.058
-0.973,0.549,1.083,18.127,5.310,-18.921
-0.953,0.436,1.011,5.554,-6.287,-6.348
-0.948,0.316,0.921,-4.028,-15.076,2.258
-0.980,0.226,0.805,-10.437,-23.560,8.057
-1.015,0.169,0.680,-13.489,-29.419,12.146
-1.040,0.139,0.583,-15.442,-28.625,15.381
-1.063,0.062,0.499,-15.747,-21.973,18.738
-1.049,-0.045,0.474,-15.930,-12.451,23.071
-0.984,-0.146,0.490,-16.296,-4.944,26.855
-0.925,-0.232,0.518,-16.174,-1.282,29.419
-0.868,-0.297,0.547,-16.663,-1.770,29.114
-0.839,-0.349,0.579,-17.822,-5.371,26.428
-0.812,-0.371,0.616,-18.982,-8.179,23.682
-0.797,-0.376,0.635,-19.348,-11.230,22.278
-0.779,-0.391,0.637,-18.372,-15.808,20.813
-0.775,-0.394,0.616,-16.052,-20.874,18.555
-0.775,-0.378,0.578,-12.695,-25.391,16.235
-0.779,-0.359,0.536,-8.728,-28.503,14.465
-0.782,-0.342,0.499,-5.066,-30.640,13.611
-0.768,-0.343,0.475,-3.174,-31.189,13.489
-0.744,-0.365,0.461,-2.441,-29.114,13.367
-0.728,-0.389,0.454,-1.648,-25.513,12.390
-0.714,-0.404,0.443,0.061,-20.813,10.742
-0.703,-0.408,0.431,2.136,-15.686,8.301
-0.703,-0.402,0.426,3.845,-11.108,5.554
-0.707,-0.393,0.428,4.395,-7.874,3.235
-0.708,-0.387,0.431,3.845,-5.676,1.282
-0.712,-0.370,0.434,1.343,-4.639,-0.427
-0.722,-0.356,0.435,-1.709,-4.333,-1.648
-0.724,-0.349,0.437,-3.967,-4.395,-2.075
-0.725,-0.336,0.449,-5.798,-4.395,-2.075
-0.726,-0.337,0.458,-5.981,-3.235,-1.038
-0.725,-0.334,0.471,-5.310,-1.587,-0.244
-0.731,-0.331,0.491,-3.845,0.122,0.854
-0.732,-0.334,0.500,-1.099,2.319,1.831
-0.734,-0.337,0.501,2.075,4.517,3.174
-0.737,-0.345,0.504,5.005,6.470,4.089
-0.745,-0.354,0.506,7.080,7.324,4.395
-0.755,-0.355,0.504,7.812,7.935,4.272
-0.766,-0.353,0.503,7.080,8.179,3.845
-0.776,-0.355,0.510,5.554,8.301,4.089
-0.778,-0.364,0.523,4.028,8.667,4.700
-0.777,-0.377,0.535,2.869,8.850,5.493
-0.778,-0.382,0.557,1.953,8.789,6.165
-0.782,-0.383,0.578,1.526,8.728,6.836
-0.784,-0.394,0.590,2.625,8.911,7.690
-0.780,-0.414,0.596,4.944,8.423,8.301
-0.779,-0.429,0.592,6.287,6.836,8.118
-0.779,-0.430,0.579,6.836,4.639,7.080
-0.781,-0.429,0.561,6.714,2.686,5.798
-0.777,-0.434,0.554,6.226,1.587,4.517
-0.774,-0.435,0.544,5.188,1.099,3.174
-0.773,-0.433,0.538,3.540,1.038,1.892
-0.777,-0.426,0.537,1.526,1.709,0.732
-0.778,-0.420,0.539,0.183,2.808,0.061
-0.784,-0.416,0.544,-0.122,3.845,-0.122
-0.786,-0.411,0.544,0.244,4.761,0.000
-0.781,-0.408,0.544,2.441,5.432,0.366
-0.777,-0.405,0.551,5.737,5.798,0.671
-0.776,-0.395,0.558,9.155,6.775,1.099

-1.101,1.622,-0.162,-50.049,99.731,-136.536
-1.259,1.710,-0.017,-70.374,95.337,-119.873
-1.277,1.748,0.066,-82.703,112.610,-97.229
-1.270,1.739,0.132,-81.116,138.550,-71.167
-1.260,1.657,0.224,-70.007,157.471,-45.410
-1.255,1.567,0.370,-60.425,165.283,-20.630
-1.266,1.487,0.497,-57.373,167.542,1.038
-1.254,1.404,0.647,-60.913,167.419,21.484
-1.245,1.307,0.775,-67.322,161.804,42.297
-1.262,1.196,0.867,-74.036,153.503,64.087
-1.220,1.039,0.957,-80.017,150.146,86.548
-1.151,0.818,1.040,-82.520,145.691,108.948
-1.096,0.566,1.119,-83.374,142.090,127.319
-1.049,0.333,1.185,-82.764,138.672,140.442
-1.027,0.161,1.219,-81.116,132.507,148.315
-1.009,0.043,1.220,-81.665,122.192,153.687
-0.985,-0.010,1.207,-85.327,109.192,159.546
-0.958,-0.070,1.150,-89.355,95.886,169.373
-0.935,-0.168,1.104,-94.360,80.872,183.411
-0.828,-0.364,1.088,-100.342,68.604,201.172
-0.668,-0.626,1.080,-102.722,62.866,216.248
-0.481,-0.914,1.073,-98.633,59.875,226.318
-0.277,-1.286,1.100,-91.980,55.359,227.051
-0.135,-1.624,1.148,-81.482,48.950,214.111
-0.008,-1.840,1.152,-66.467,41.077,188.843
0.044,-1.960,1.096,-52.368,33.875,153.320
0.019,-1.977,0.978,-46.204,25.513,116.638
-0.066,-1.945,0.842,-50.720,12.939,86.975
-0.158,-1.947,0.750,-61.646,1.221,67.810
-0.165,-2.016,0.707,-70.251,-2.930,58.472
-0.095,-2.159,0.696,-70.068,-0.061,53.833
-0.009,-2.345,0.719,-59.753,5.493,46.936
0.088,-2.538,0.740,-41.382,12.817,35.278
0.161,-2.710,0.739,-18.494,21.667,17.151
0.247,-2.832,0.686,4.944,29.358,-6.775
0.327,-2.899,0.540,25.085,32.227,-36.682
0.357,-2.872,0.339,39.246,27.466,-72.815
0.317,-2.680,0.150,47.302,18.921,-111.755
0.209,-2.401,0.019,49.988,14.771,-147.827
0.139,-2.083,-0.072,46.692,21.423,-176.453
0.057,-1.747,-0.139,38.757,33.813,-197.510
-0.032,-1.383,-0.068,29.480,49.500,-212.891
-0.066,-1.007,0.109,23.193,71.533,-222.351
-0.055,-0.666,0.369,21.057,94.421,-226.196
-0.087,-0.341,0.720,20.996,110.474,-226.257
-0.188,-0.048,1.138,22.888,117.798,-223.267
-0.331,0.193,1.512,26.672,118.958,-215.210
-0.445,0.409,1.724,34.851,112.488,-202.026
-0.533,0.636,1.808,46.692,95.032,-184.509
-0.618,0.833,1.801,62.195,72.266,-165.283
-0.734,0.974,1.734,77.087,52.002,-145.203
-0.846,1.082,1.616,87.280,36.743,-123.108
-0.918,1.156,1.473,89.966,25.330,-98.694
-0.932,1.159,1.335,84.229,12.085,-73.120
-0.930,1.086,1.180,71.777,-5.249,-50.415
-1.023,0.901,1.147,53.711,-29.175,-31.372
-1.072,0.726,1.060,27.466,-38.513,-13.794
-1.046,0.552,0.948,3.662,-36.133,-0.793
-1.016,0.361,0.827,-13.000,-29.785,7.324
-1.003,0.200,0.723,-21.484,-22.095,12.085
-1.003,0.086,0.629,-21.545,-16.724,13.550
-1.009,0.016,0.548,-15.259,-16.479,14.587
-1.024,-0.034,0.502,-7.812,-20.569,15.930
-1.019,-0.100,0.497,-3.052,-26.550,16.968
-0.992,-0.166,0.510,-3.357,-32.104,17.639
-0.961,-0.215,0.526,-7.812,-33.447,17.761
-0.938,-0.247,0.547,-13.123,-31.860,17.700
-0.928,-0.277,0.556,-18.066,-29.236,17.578
-0.930,-0.301,0.545,-21.545,-27.954,17.517
-0.911,-0.313,0.530,-24.109,-29.297,17.700
-0.872,-0.324,0.514,-25.269,-31.433,17.761
-0.843,-0.338,0.503,-24.292,-32.715,16.541
-0.828,-0.355,0.506,-20.447,-32.227,13.794
-0.827,-0.353,0.507,-15.198,-29.541,10.742
-0.823,-0.343,0.504,-10.681,-26.672,8.728
-0.811,-0.340,0.511,-7.507,-25.146,7.568
-0.801,-0.332,0.521,-6.042,-23.071,6.592
-0.790,-0.322,0.516,-6.653,-20.508,5.310
-0.792,-0.313,0.533,-8.789,-20.935,3.418
-0.800,-0.303,0.557,-11.963,-21.545,2.197
-0.791,-0.292,0.557,-14.343,-19.836,2.197
-0.778,-0.287,0.552,-15.381,-17.639,2.686
-0.771,-0.274,0.536,-15.686,-16.296,3.174
-0.775,-0.272,0.527,-14.404,-16.357,3.540
-0.772,-0.267,0.513,-12.451,-15.991,4.456
-0.764,-0.256,0.504,-10.681,-15.076,5.920
-0.758,-0.254,0.495,-7.751,-13.794,7.690
-0.753,-0.266,0.487,-3.906,-12.756,9.460
-0.735,-0.291,0.478,-0.244,-12.085,10.620
-0.719,-0.322,0.471,3.052,-10.864,10.681
-0.733,-0.341,0.473,6.042,-9.277,9.277
-0.754,-0.339,0.467,8.423,-7.507,7.690
-0.767,-0.332,0.459,8.362,-5.737,7.141
-0.769,-0.334,0.456,6.165,-4.578,7.385
-0.780,-0.333,0.445,3.052,-4.089,8.118
-0.775,-0.346,0.453,-0.366,-3.235,8.545
-0.777,-0.364,0.455,-2.991,-2.991,8.911
-0.772,-0.370,0.449,-4.761,-2.808,9.460
-0.777,-0.376,0.449,-5.859,-3.967,9.277
-0.786,-0.382,0.462,-6.592,-4.883,9.155
-0.793,-0.382,0.466,-6.836,-4.028,9.338
-0.800,-0.378,0.465,-5.859,-2.686,9.766
-0.811,-0.376,0.466,-3.052,-1.648,10.193
-0.813,-0.374,0.470,0.244,-0.244,11.108
-0.813,-0.367,0.478,3.174,1.404,12.207
-0.810,-0.367,0.495,5.249,3.113,12.939
-0.809,-0.368,0.514,6.042,4.883,13.184
-0.805,-0.369,0.530,6.958,5.432,13.245
-0.802,-0.380,0.548,7.751,4.761,12.878
-0.804,-0.394,0.570,8.179,3.296,11.841
-0.803,-0.401,0.573,8.240,2.014,10.315
-0.808,-0.401,0.567,8.423,0.916,8.911
-0.820,-0.392,0.556,8.057,-0.305,7.385
-0.822,-0.390,0.548,7.446,-0.427,6.958
-0.825,-0.387,0.551,6.042,-0.305,6.775
-0.826,-0.380,0.558,4.211,0.427,6.470
-0.823,-0.381,0.566,2.991,0.916,6.470
-0.821,-0.379,0.571,2.502,0.427,6.348
-0.821,-0.372,0.578,2.014,-0.305,6.470

-1.150,1.506,-0.193,-41.870,85.266,-182.739
-1.140,1.754,-0.012,-62.988,104.431,-156.067
-1.308,1.810,0.193,-71.167,104.614,-134.094
-1.430,1.813,0.395,-77.881,118.896,-117.004
-1.472,1.897,0.522,-88.501,153.381,-99.548
-1.559,2.042,0.597,-97.595,185.303,-76.111
-1.571,2.137,0.670,-99.731,198.792,-46.936
-1.550,2.118,0.774,-96.741,193.542,-11.475
-1.560,1.963,0.891,-92.224,176.208,29.480
-1.472,1.709,1.076,-91.492,162.048,72.571
-1.360,1.355,1.206,-93.262,151.978,112.366
-1.206,0.984,1.300,-95.947,141.113,142.273
-1.113,0.684,1.362,-95.459,127.869,160.217
-1.041,0.449,1.383,-92.834,112.976,170.776
-0.953,0.259,1.370,-94.788,97.412,174.927
-0.915,0.125,1.313,-100.830,79.712,174.438
-0.940,-0.015,1.229,-104.858,60.242,176.575
-0.951,-0.205,1.176,-106.140,41.809,183.533
-0.874,-0.461,1.125,-106.140,28.931,194.031
-0.733,-0.797,1.102,-105.347,21.545,202.148
-0.640,-1.064,1.089,-102.234,17.883,203.613
-0.454,-1.289,1.055,-94.788,12.939,203.308
-0.377,-1.463,1.014,-85.938,1.404,192.261
-0.299,-1.557,0.960,-76.233,-6.897,178.040
-0.232,-1.662,0.881,-64.941,-8.850,162.292
-0.180,-1.785,0.824,-53.833,-7.690,144.958
-0.142,-1.926,0.770,-43.945,-4.028,129.272
-0.083,-2.075,0.702,-36.560,1.099,114.746
-0.028,-2.244,0.621,-32.471,5.371,98.328
0.025,-2.395,0.551,-31.067,7.080,79.163
0.098,-2.555,0.492,-28.503,6.775,57.800
0.126,-2.722,0.414,-24.292,5.676,33.020
0.159,-2.854,0.333,-18.005,3.662,5.737
0.225,-2.932,0.241,-5.371,1.892,-23.010
0.262,-2.899,0.132,14.343,0.793,-54.749
0.288,-2.724,0.019,37.231,2.991,-87.708
0.262,-2.476,-0.065,57.617,11.047,-117.432
0.247,-2.190,-0.132,70.313,23.804,-141.296
0.257,-1.851,-0.097,74.158,37.170,-159.790
0.245,-1.528,0.009,73.120,51.270,-175.415
0.217,-1.192,0.204,69.580,66.101,-190.613
0.147,-0.861,0.414,64.148,79.956,-204.590
