aX,aY,aZ,gX,gY,gZ
0.040,-0.495,0.620,55.298,92.346,-216.736
-0.130,-0.113,0.822,44.250,99.731,-224.792
-0.320,0.241,1.017,37.720,103.271,-225.952
-0.513,0.598,1.199,38.208,104.126,-218.201
-0.698,0.897,1.343,46.143,103.699,-201.172
-0.836,1.078,1.456,58.777,99.670,-175.720
-0.917,1.145,1.532,66.833,90.820,-146.179
-0.968,1.109,1.558,64.026,77.454,-117.676
-1.005,1.037,1.531,50.110,61.768,-94.055
-1.058,0.965,1.458,31.006,46.631,-76.782
-1.132,0.927,1.322,15.381,31.311,-63.110
-1.192,0.893,1.175,8.545,15.747,-49.011
-1.246,0.833,1.033,8.301,2.991,-33.569
-1.288,0.755,0.918,10.193,-6.470,-17.456
-1.315,0.654,0.811,11.353,-15.198,-1.282
-1.292,0.517,0.721,9.460,-21.484,14.465
-1.242,0.363,0.635,4.517,-22.705,27.588
-1.189,0.181,0.595,-2.197,-22.461,35.461
-1.128,0.004,0.566,-9.827,-19.409,40.894
-1.064,-0.143,0.531,-16.663,-16.541,43.030
-1.002,-0.255,0.493,-21.851,-17.700,41.992
-0.967,-0.331,0.462,-25.818,-21.667,37.842
-0.942,-0.377,0.425,-28.564,-25.269,31.250
-0.924,-0.402,0.406,-29.175,-28.625,23.865
-0.935,-0.391,0.402,-27.771,-30.579,16.785
-0.946,-0.361,0.406,-24.475,-30.396,11.292
-0.949,-0.332,0.408,-20.386,-28.442,8.179
-0.946,-0.309,0.413,-16.602,-25.146,7.263
-0.923,-0.292,0.421,-13.184,-21.179,8.240
-0.888,-0.287,0.428,-10.193,-16.296,10.071
-0.847,-0.291,0.434,-7.690,-11.169,11.169
-0.816,-0.297,0.451,-5.432,-6.348,11.475
-0.797,-0.298,0.466,-3.235,-2.258,11.230
-0.778,-0.291,0.476,-1.099,0.549,10.803
-0.754,-0.289,0.482,-0.793,1.831,10.437
-0.742,-0.296,0.499,-2.563,3.235,10.437
-0.741,-0.308,0.525,-5.127,4.761,10.132
-0.738,-0.328,0.549,-7.874,4.761,9.460
-0.734,-0.344,0.568,-10.315,3.723,9.216
-0.729,-0.354,0.586,-11.292,2.808,8.911
-0.722,-0.366,0.608,-11.169,2.319,8.667
-0.720,-0.379,0.625,-10.620,1.892,7.935
-0.729,-0.377,0.629,-9.705,0.854,6.531
-0.745,-0.376,0.634,-7.568,-0.549,5.432
-0.751,-0.383,0.627,-3.662,-2.075,5.249
-0.750,-0.376,0.603,0.305,-3.540,5.554
-0.756,-0.372,0.576,2.319,-5.005,5.554
-0.760,-0.372,0.546,2.930,-5.554,5.310
-0.760,-0.382,0.530,2.014,-5.310,5.005
-0.758,-0.391,0.527,0.671,-4.761,4.578
-0.755,-0.395,0.518,-0.305,-3.906,3.296
-0.761,-0.398,0.508,-0.549,-2.747,1.587
-0.771,-0.392,0.500,-0.305,-1.526,0.305
-0.774,-0.375,0.501,-0.610,0.061,-0.671
-0.789,-0.346,0.517,-0.854,1.282,-1.099
-0.805,-0.336,0.529,0.000,2.075,-1.221
-0.811,-0.328,0.537,1.038,1.465,-1.099
-0.821,-0.308,0.541,1.831,0.977,-0.671
-0.841,-0.302,0.548,2.258,0.732,-0.366
-0.851,-0.296,0.549,2.563,-0.305,0.000
-0.855,-0.285,0.533,2.075,-1.831,0.488
-0.861,-0.279,0.521,0.854,-3.174,1.404
-0.864,-0.280,0.515,0.000,-3.235,2.502
-0.861,-0.288,0.515,-0.488,-2.502,4.028
-0.852,-0.303,0.519,-0.183,-1.526,5.554
-0.847,-0.310,0.520,0.732,-0.793,6.836
-0.831,-0.314,0.515,2.197,-0.183,7.874
-0.820,-0.319,0.517,3.113,0.671,8.301
-0.820,-0.320,0.524,3.723,1.282,7.935
-0.817,-0.316,0.529,4.150,1.892,8.057
-0.812,-0.315,0.532,4.578,2.258,7.751
-0.812,-0.316,0.534,4.272,1.648,7.324
-0.815,-0.315,0.544,3.967,1.038,7.141
-0.816,-0.316,0.554,4.517,0.854,7.385
-0.815,-0.318,0.559,5.188,0.916,7.812
-0.813,-0.324,0.566,5.676,0.549,8.301
-0.810,-0.332,0.576,5.493,0.122,8.789

0.651,-1.484,-0.575,29.236,-26.428,-98.938
0.725,-1.422,-0.628,36.255,-20.691,-112.915
0.767,-1.311,-0.678,43.091,-13.000,-128.418
0.791,-1.168,-0.702,49.561,-2.869,-144.043
0.793,-1.015,-0.693,55.542,9.827,-158.752
0.826,-0.845,-0.664,60.730,24.109,-171.875
0.832,-0.662,-0.648,62.988,36.438,-183.838
0.821,-0.444,-0.603,60.547,47.180,-194.641
0.726,-0.231,-0.528,55.054,54.626,-202.820
0.637,-0.084,-0.439,46.021,61.523,-207.092
0.509,0.059,-0.352,35.278,67.810,-207.825
0.346,0.191,-0.292,28.564,72.083,-206.055
0.229,0.309,-0.287,29.968,72.388,-200.256
0.096,0.439,-0.328,38.330,69.641,-192.444
-0.034,0.585,-0.427,50.354,67.688,-184.570
-0.135,0.756,-0.553,58.960,70.374,-175.964
-0.185,0.894,-0.627,57.007,76.965,-167.053
-0.302,0.990,-0.684,41.443,86.304,-160.767
-0.443,1.165,-0.661,14.465,93.201,-156.433
-0.589,1.350,-0.593,-13.977,93.811,-152.161
-0.774,1.518,-0.482,-41.016,84.778,-145.081
-1.024,1.641,-0.302,-68.787,67.383,-137.634
-1.226,1.713,-0.105,-99.731,55.481,-129.150
-1.435,1.738,0.078,-132.996,58.899,-118.408
-1.501,1.790,0.258,-168.457,87.463,-103.271
-1.521,1.793,0.317,-196.167,121.033,-80.444
-1.446,1.732,0.385,-201.416,127.747,-50.293
-1.396,1.602,0.496,-186.951,115.540,-18.433
-1.466,1.444,0.652,-163.452,100.525,10.864
-1.493,1.272,0.675,-137.878,105.103,38.269
-1.501,1.082,0.753,-114.624,106.140,64.270
-1.419,0.879,0.820,-102.234,104.492,87.830
-1.309,0.666,0.883,-102.783,99.854,106.689
-1.192,0.454,0.947,-109.985,95.215,121.765
-1.093,0.201,0.996,-118.164,91.370,134.949
-0.995,-0.017,1.032,-124.939,84.900,146.667
-0.851,-0.316,1.021,-128.174,77.148,157.837
-0.650,-0.656,1.036,-130.005,66.650,161.072
-0.579,-0.915,1.062,-130.493,56.824,151.245
-0.640,-1.063,1.054,-127.930,47.791,135.925
-0.647,-1.242,0.996,-124.817,37.842,125.244
-0.630,-1.404,0.968,-125.793,27.039,115.784
-0.567,-1.572,0.965,-125.793,22.949,109.619
-0.494,-1.759,1.018,-117.065,25.635,103.271
-0.441,-1.915,1.089,-98.877,32.227,95.703
-0.345,-2.041,1.129,-73.486,39.246,87.463
-0.227,-2.158,1.123,-45.349,44.861,78.247
-0.094,-2.267,1.042,-20.630,47.363,65.613
0.017,-2.368,0.933,-1.526,44.373,48.889
0.078,-2.455,0.815,14.954,37.659,28.259
0.101,-2.504,0.668,29.541,32.593,5.066
0.104,-2.533,0.500,40.527,29.053,-18.250
0.123,-2.566,0.371,47.485,26.367,-41.870
0.106,-2.568,0.228,52.979,26.550,-67.871
0.068,-2.500,0.110,57.556,28.564,-95.581
0.044,-2.342,-0.035,62.561,35.461,-122.681
-0.003,-2.078,-0.156,67.322,45.959,-148.132
-0.022,-1.786,-0.244,68.787,62.988,-170.227
0.018,-1.435,-0.228,63.843,85.571,-188.354
0.052,-1.099,-0.066,51.208,107.849,-203.796
0.067,-0.825,0.200,31.921,129.272,-218.323
-0.020,-0.474,0.604,8.972,151.184,-233.093
-0.219,-0.112,0.998,-6.042,173.706,-245.300
-0.401,0.168,1.241,-2.075,190.918,-249.268
-0.581,0.420,1.432,14.099,190.491,-244.995
-0.718,0.657,1.526,36.072,177.002,-232.666
-0.800,0.852,1.535,56.885,157.898,-211.975
-0.871,0.996,1.515,70.618,135.376,-186.157
-0.916,1.066,1.538,72.632,113.708,-157.959
-0.921,1.080,1.566,62.012,95.642,-127.502
-0.965,1.011,1.608,39.124,73.486,-101.563
-1.048,0.891,1.638,5.981,52.429,-83.130
-1.115,0.827,1.576,-25.452,34.546,-67.322
-1.132,0.766,1.461,-40.100,16.479,-51.514
-1.164,0.692,1.312,-39.429,-0.732,-34.241
-1.216,0.599,1.172,-32.471,-16.235,-15.808
-1.198,0.459,1.028,-25.269,-30.273,3.479
-1.147,0.307,0.901,-20.447,-38.757,22.583
-1.097,0.157,0.773,-19.531,-40.283,37.903
-1.041,0.011,0.669,-20.935,-39.124,47.791
-1.003,-0.115,0.600,-23.132,-36.621,52.979
-0.942,-0.219,0.520,-26.123,-29.236,54.016
-0.885,-0.330,0.477,-28.198,-23.743,49.072
-0.870,-0.405,0.462,-27.710,-22.156,39.978
-0.870,-0.438,0.470,-26.062,-20.020,28.442
-0.879,-0.427,0.486,-23.987,-17.456,16.968
-0.884,-0.368,0.509,-22.461,-15.747,7.446
-0.890,-0.320,0.532,-21.545,-15.869,0.977
-0.895,-0.273,0.583,-21.851,-18.921,-1.709
-0.888,-0.250,0.642,-24.048,-21.912,-1.770
-0.868,-0.230,0.684,-25.513,-23.376,-0.305
-0.836,-0.223,0.698,-23.926,-22.278,1.343
-0.817,-0.206,0.713,-19.165,-22.461,2.869
-0.807,-0.182,0.708,-13.428,-21.790,3.784
-0.797,-0.156,0.695,-7.751,-21.118,4.822
-0.789,-0.135,0.681,-2.991,-21.057,7.080
-0.759,-0.126,0.664,0.366,-20.508,9.949
-0.734,-0.133,0.648,2.625,-19.592,12.024
-0.722,-0.151,0.635,4.150,-18.921,13.428
-0.715,-0.160,0.624,4.395,-18.799,14.526
-0.719,-0.172,0.615,3.967,-18.677,15.442
-0.717,-0.205,0.606,3.052,-17.944,16.846
-0.715,-0.240,0.601,1.648,-17.517,17.822
-0.720,-0.267,0.593,0.854,-16.968,18.188
-0.729,-0.289,0.589,1.282,-16.418,17.883
-0.744,-0.303,0.580,2.197,-16.174,17.029
-0.759,-0.303,0.564,2.380,-16.113,15.442
-0.776,-0.296,0.548,1.831,-16.174,13.916
-0.795,-0.288,0.535,0.488,-15.930,12.878
-0.801,-0.280,0.529,-0.732,-15.015,12.512
-0.805,-0.279,0.531,-1.282,-13.428,12.817
-0.813,-0.280,0.539,-1.282,-11.536,13.672
-0.815,-0.276,0.545,-1.404,-9.827,15.137
-0.819,-0.264,0.557,-1.465,-9.094,16.968
-0.826,-0.261,0.581,-1.587,-9.766,19.836
-0.812,-0.273,0.586,-1.282,-10.742,22.888
-0.795,-0.287,0.584,-0.549,-11.658,25.391
-0.777,-0.310,0.587,0.916,-13.062,26.184
-0.757,-0.334,0.594,4.150,-13.794,25.330

0.720,-1.482,-0.482,43.579,-2.991,-81.421
0.753,-1.394,-0.489,53.040,4.395,-97.229
0.806,-1.313,-0.453,62.439,12.146,-112.122
0.849,-1.167,-0.466,70.435,16.418,-126.709
0.856,-1.014,-0.494,74.951,19.775,-138.733
0.870,-0.922,-0.568,72.876,22.888,-148.865
0.893,-0.833,-0.648,62.439,22.705,-157.532
0.893,-0.737,-0.703,45.471,20.142,-166.565
0.867,-0.639,-0.705,28.137,17.578,-175.659
0.860,-0.534,-0.664,17.212,19.104,-184.692
0.801,-0.426,-0.641,15.564,23.865,-192.810
0.764,-0.352,-0.635,20.264,31.250,-199.707
0.707,-0.310,-0.615,27.893,38.818,-205.627
0.581,-0.267,-0.572,37.048,45.898,-210.937
0.448,-0.183,-0.531,45.166,54.138,-217.102
0.309,-0.128,-0.493,49.622,61.462,-225.281
0.197,-0.056,-0.488,48.828,66.101,-236.572
0.102,0.098,-0.534,38.818,64.270,-251.831
0.042,0.355,-0.633,23.132,53.101,-267.883
0.042,0.719,-0.713,9.277,35.461,-280.029
0.091,1.173,-0.751,2.563,14.160,-284.363
-0.031,1.721,-0.714,5.737,-15.808,-286.438
0.004,2.375,-0.401,19.409,-49.011,-293.457
-0.851,2.651,-0.277,49.500,-96.985,-308.044
-1.795,2.984,-0.108,52.429,-101.135,-306.763
-2.099,3.118,-0.150,21.179,-22.461,-258.545
-2.007,3.219,0.073,-44.495,106.262,-186.035
-1.565,3.072,0.196,-118.591,200.378,-129.456
-1.317,2.838,0.359,-170.349,253.967,-83.618
-1.240,2.669,0.512,-192.078,278.748,-34.302
-1.187,2.377,0.672,-194.275,274.597,14.832
-1.296,2.075,0.884,-190.186,244.263,62.744
-1.296,1.770,0.988,-184.326,218.018,110.474
-1.181,1.299,1.068,-176.392,189.087,148.315
-1.190,0.970,1.071,-175.781,173.828,172.241
-1.160,0.633,1.073,-173.889,163.574,195.435
-1.094,0.270,1.114,-171.936,158.081,217.285
-0.989,-0.041,1.138,-170.227,156.128,235.352
-0.857,-0.404,1.190,-163.391,146.973,247.559
-0.668,-0.832,1.278,-153.198,133.728,251.160
-0.502,-1.279,1.378,-140.686,118.713,245.544
-0.366,-1.637,1.459,-120.789,102.539,233.154
-0.287,-2.079,1.495,-90.027,80.688,213.562
-0.256,-2.338,1.470,-58.228,52.734,180.603
-0.246,-2.451,1.336,-30.945,27.954,149.231
-0.261,-2.494,1.165,-15.869,3.723,119.080
-0.317,-2.528,1.010,-19.165,-9.216,91.858
-0.324,-2.610,0.838,-31.555,-4.211,71.838
-0.256,-2.716,0.723,-36.743,5.859,59.326
-0.145,-2.876,0.674,-26.306,13.184,47.607
0.004,-3.036,0.610,-6.897,19.470,31.921
0.139,-3.119,0.512,14.954,24.841,7.812
0.182,-3.047,0.379,31.982,28.992,-24.109
0.195,-2.897,0.216,39.368,32.959,-58.289
0.231,-2.675,0.097,38.757,36.987,-89.966
0.242,-2.385,0.033,36.194,42.236,-117.981
0.236,-2.096,-0.028,34.851,49.072,-140.076
0.172,-1.798,-0.049,34.485,54.199,-158.081
0.089,-1.487,0.037,32.776,56.580,-176.025
-0.001,-1.171,0.200,31.433,63.904,-190.613
-0.039,-0.841,0.405,36.926,80.505,-199.036
-0.097,-0.494,0.651,49.988,100.891,-203.491
-0.205,-0.130,0.923,68.359,118.469,-203.430
-0.335,0.185,1.188,86.975,129.028,-195.496
-0.477,0.438,1.432,102.905,127.808,-180.786
-0.661,0.593,1.599,111.450,117.126,-165.833
-0.811,0.724,1.679,105.042,101.624,-152.893
-0.934,0.906,1.662,84.717,86.060,-142.151
-1.073,1.057,1.608,62.805,70.618,-132.446
-1.195,1.114,1.506,46.082,54.871,-120.667
-1.232,1.083,1.374,35.400,40.894,-103.699
-1.214,0.998,1.253,30.212,29.785,-82.886
-1.223,0.875,1.132,28.625,21.301,-61.707
-1.245,0.736,0.970,27.954,12.207,-44.495
-1.275,0.627,0.785,25.696,1.099,-33.813
-1.291,0.578,0.620,20.081,-9.949,-28.015
-1.307,0.568,0.516,12.451,-14.832,-23.987
-1.299,0.557,0.475,5.554,-11.292,-18.555
-1.326,0.514,0.494,-0.427,-8.728,-11.292
-1.318,0.442,0.530,-7.629,-0.244,-3.845
-1.287,0.349,0.555,-15.198,10.742,3.601
-1.244,0.261,0.584,-21.606,17.090,11.475
-1.187,0.162,0.607,-24.475,16.357,19.226
-1.162,0.036,0.631,-22.034,9.766,25.330
-1.085,-0.070,0.645,-16.663,7.507,30.273
-1.019,-0.145,0.626,-8.301,4.272,33.997
-0.983,-0.189,0.594,1.099,-1.953,35.767
-0.948,-0.215,0.558,8.911,-9.521,35.156
-0.897,-0.214,0.531,13.123,-15.869,33.875
-0.885,-0.242,0.507,13.428,-21.118,31.372
-0.861,-0.268,0.525,10.315,-23.926,29.297
-0.842,-0.287,0.540,4.639,-23.499,27.954
-0.819,-0.302,0.551,-1.892,-21.240,26.184
-0.809,-0.308,0.557,-8.179,-19.531,24.231
-0.812,-0.314,0.565,-13.550,-19.348,22.339
-0.813,-0.321,0.569,-18.066,-19.470,21.240
-0.806,-0.323,0.571,-22.705,-19.897,20.691
-0.802,-0.327,0.571,-26.367,-20.630,20.935
-0.795,-0.333,0.583,-28.015,-22.583,22.644
-0.777,-0.348,0.592,-27.710,-25.330,25.330
-0.748,-0.380,0.595,-25.818,-26.672,27.649
-0.725,-0.408,0.592,-22.522,-26.672,28.748
-0.717,-0.429,0.587,-17.578,-26.306,28.137
-0.720,-0.449,0.572,-11.475,-25.818,26.550
-0.726,-0.475,0.555,-5.859,-25.879,24.597
-0.738,-0.481,0.525,-0.854,-26.245,22.217
-0.736,-0.479,0.485,2.380,-26.001,19.653
-0.740,-0.483,0.439,2.441,-26.611,15.503
-0.746,-0.470,0.400,-0.854,-27.466,10.925
-0.756,-0.446,0.364,-5.005,-27.283,7.568
-0.760,-0.427,0.339,-7.996,-26.367,4.944
-0.763,-0.415,0.327,-10.376,-24.963,2.747
-0.773,-0.406,0.330,-12.207,-22.766,1.282
-0.775,-0.403,0.337,-13.062,-19.714,0.732
-0.764,-0.412,0.346,-12.390,-17.029,0.549
-0.754,-0.425,0.366,-10.376,-15.015,0.183
-0.754,-0.427,0.371,-6.165,-14.282,-0.488
-0.752,-0.411,0.356,0.977,-14.587,-1.282
-0.757,-0.381,0.334,8.667,-14.648,-1.221

0.603,-1.489,-0.508,-2.136,-36.438,-96.985
0.683,-1.421,-0.531,-7.568,-36.865,-111.084
0.744,-1.327,-0.527,-3.845,-32.349,-122.742
0.776,-1.220,-0.502,8.240,-22.827,-132.812
0.813,-1.119,-0.465,25.024,-9.949,-142.029
0.811,-0.995,-0.445,42.419,2.380,-150.269
0.808,-0.860,-0.446,57.861,13.000,-156.921
0.844,-0.719,-0.443,67.261,21.851,-161.926
0.824,-0.598,-0.438,68.298,27.405,-167.847
0.799,-0.509,-0.400,60.181,32.898,-173.096
0.749,-0.440,-0.382,47.302,37.048,-178.284
0.676,-0.387,-0.363,34.485,38.635,-184.998
0.626,-0.332,-0.359,25.269,38.635,-191.833
0.535,-0.252,-0.382,20.081,39.429,-200.073
0.414,-0.182,-0.427,16.602,39.368,-208.923
0.234,-0.128,-0.462,12.207,37.354,-216.675
0.069,-0.088,-0.568,9.399,36.743,-222.778
-0.092,0.008,-0.633,11.047,31.311,-227.478
-0.208,0.130,-0.719,20.691,30.762,-229.187
-0.318,0.303,-0.809,33.875,38.269,-227.966
-0.407,0.570,-0.842,44.861,54.077,-226.990
-0.450,0.872,-0.887,48.035,70.984,-224.609
-0.486,1.114,-0.798,40.100,79.895,-221.130
-0.636,1.384,-0.622,19.104,79.834,-222.595
-0.851,1.665,-0.403,-10.620,75.012,-226.685
-1.119,1.989,-0.251,-49.561,71.167,-229.126
-1.433,2.294,-0.184,-92.834,73.730,-223.511
-1.618,2.554,-0.238,-131.042,88.257,-204.956
-1.594,2.745,-0.344,-156.982,111.206,-173.401
-1.450,2.858,-0.337,-161.377,134.888,-129.150
-1.306,2.830,-0.121,-141.052,154.663,-78.674
-1.287,2.689,0.166,-115.540,167.542,-28.503
-1.267,2.440,0.492,-107.971,177.551,18.921
-1.208,2.103,0.835,-119.690,183.716,62.683
-1.128,1.772,0.992,-133.728,188.965,98.022
-1.140,1.432,1.180,-138.123,172.363,124.695
-1.156,1.154,1.299,-135.376,150.574,145.020
-1.101,0.879,1.355,-128.174,134.155,165.894
-1.017,0.603,1.427,-119.263,121.826,186.890
-0.893,0.248,1.487,-108.643,113.403,208.923
-0.777,-0.115,1.514,-100.037,103.760,224.976
-0.658,-0.447,1.504,-95.886,91.736,236.633
-0.525,-0.740,1.444,-95.642,78.430,241.699
-0.420,-1.015,1.360,-99.182,62.439,240.295
-0.324,-1.338,1.274,-103.760,49.561,237.244
-0.217,-1.753,1.237,-105.225,40.955,232.361
-0.143,-2.111,1.211,-101.074,34.973,218.628
-0.073,-2.482,1.162,-87.891,29.053,199.829
-0.014,-2.793,1.114,-65.857,21.118,174.011
-0.003,-2.968,1.039,-40.283,12.573,144.897
0.002,-2.979,0.914,-20.020,9.094,116.516
0.012,-2.944,0.769,-9.888,8.301,89.722
0.036,-2.964,0.653,-7.568,5.493,64.575
0.108,-3.002,0.547,-7.324,3.357,41.199
0.188,-3.012,0.439,-3.174,3.967,18.066
0.238,-2.998,0.330,4.211,6.592,-5.920
0.276,-2.918,0.216,13.000,9.338,-31.311
0.323,-2.791,0.122,23.621,11.475,-57.373
0.359,-2.599,0.025,36.072,14.526,-83.557
0.363,-2.352,-0.046,46.448,18.372,-108.704
0.334,-2.067,-0.083,51.025,25.146,-131.287
0.277,-1.784,-0.087,51.270,35.339,-151.001
0.226,-1.496,-0.066,48.645,47.119,-166.626
0.156,-1.221,0.011,45.227,58.350,-178.833
0.085,-0.959,0.150,41.931,70.679,-189.636
0.023,-0.662,0.328,39.978,85.327,-197.815
-0.094,-0.366,0.540,43.152,99.670,-201.843
-0.263,-0.100,0.781,55.115,112.366,-200.195
-0.463,0.139,1.010,71.838,120.667,-192.200
-0.657,0.323,1.220,86.670,123.535,-178.833
-0.818,0.437,1.385,94.604,119.141,-163.025
-0.932,0.567,1.482,93.384,109.253,-148.437
-1.017,0.702,1.497,84.900,95.154,-135.193
-1.059,0.823,1.480,72.021,80.200,-124.390
-1.085,0.901,1.425,57.617,67.688,-112.305
-1.119,0.926,1.348,41.077,58.350,-101.074
-1.169,0.934,1.284,22.034,48.401,-90.027
-1.243,0.910,1.231,5.005,38.086,-77.698
-1.295,0.849,1.135,-5.188,27.161,-64.453
-1.320,0.794,1.001,-8.972,14.587,-49.500
-1.309,0.725,0.869,-7.568,1.099,-33.691
-1.298,0.636,0.755,-4.639,-11.108,-18.616
-1.278,0.545,0.680,-4.395,-19.348,-4.578
-1.203,0.426,0.610,-5.920,-22.522,9.705
-1.141,0.267,0.601,-7.263,-26.611,19.836
-1.074,0.114,0.573,-8.911,-21.851,24.963
-1.042,-0.013,0.532,-9.460,-13.794,26.367
-1.021,-0.109,0.501,-9.338,-7.935,23.682
-1.015,-0.187,0.442,-9.155,-7.446,19.714
-1.021,-0.232,0.414,-9.521,-9.766,16.418
-1.002,-0.272,0.378,-9.521,-7.751,15.381
-0.973,-0.309,0.387,-8.179,-9.705,15.381
-0.942,-0.328,0.427,-6.653,-11.963,15.564
-0.905,-0.342,0.459,-4.700,-12.878,15.808
-0.880,-0.351,0.487,-3.052,-13.489,15.625
-0.857,-0.346,0.508,-2.991,-13.489,14.709
-0.838,-0.338,0.515,-4.333,-13.245,12.573
-0.828,-0.331,0.517,-7.202,-13.916,10.132
-0.821,-0.314,0.520,-10.803,-14.160,8.545
-0.821,-0.305,0.522,-13.550,-13.550,8.240
-0.822,-0.309,0.524,-15.381,-13.733,9.277
-0.803,-0.317,0.517,-15.869,-14.771,11.597
-0.785,-0.339,0.512,-14.404,-16.174,14.282
-0.761,-0.374,0.519,-10.681,-16.907,16.541
-0.740,-0.419,0.534,-5.676,-16.785,17.090
-0.742,-0.453,0.539,0.427,-16.907,15.869
-0.739,-0.464,0.531,6.653,-16.846,13.794
-0.743,-0.460,0.518,11.414,-15.991,11.292
-0.762,-0.446,0.501,13.000,-14.526,8.484
-0.776,-0.421,0.481,10.925,-13.306,5.920
-0.796,-0.404,0.461,6.592,-12.939,3.601
-0.796,-0.390,0.448,1.953,-12.451,2.319
-0.812,-0.381,0.437,-1.709,-12.817,1.465
-0.826,-0.395,0.427,-4.822,-13.367,0.916
-0.824,-0.389,0.435,-7.202,-14.587,1.282
-0.817,-0.386,0.434,-8.362,-13.977,1.831
-0.816,-0.385,0.428,-7.507,-11.780,2.747
-0.824,-0.384,0.426,-4.822,-10.437,3.662
-0.829,-0.383,0.421,-1.221,-9.338,4.822

-1.319,1.418,-0.017,-112.366,61.890,-170.532
-1.402,1.474,-0.005,-126.587,71.289,-146.240
-1.445,1.484,-0.012,-128.784,82.275,-119.202
-1.477,1.444,-0.006,-119.324,91.370,-91.858
-1.490,1.396,0.012,-104.309,101.807,-65.369
-1.496,1.380,0.047,-90.393,115.295,-40.100
-1.457,1.383,0.167,-83.435,127.136,-16.602
-1.483,1.368,0.335,-85.144,132.446,4.822
-1.526,1.327,0.594,-95.947,138.550,23.926
-1.536,1.257,0.833,-112.488,142.700,44.067
-1.510,1.126,1.025,-130.127,135.498,66.772
-1.469,1.036,1.235,-145.325,119.995,89.539
-1.399,0.884,1.329,-149.719,99.670,112.305
-1.345,0.635,1.356,-142.334,77.454,135.803
-1.265,0.303,1.321,-128.540,57.800,162.476
-1.154,-0.069,1.276,-112.366,41.077,184.448
-1.030,-0.467,1.221,-97.900,26.794,200.867
-0.851,-0.867,1.190,-87.891,13.733,209.106
-0.725,-1.165,1.161,-83.008,2.136,203.979
-0.584,-1.344,1.113,-82.825,-6.348,192.688
-0.503,-1.525,1.054,-86.914,-15.686,177.979
-0.472,-1.619,0.981,-97.229,-25.635,159.302
-0.439,-1.779,0.866,-108.215,-30.396,146.362
-0.337,-2.016,0.781,-115.479,-36.621,139.038
-0.194,-2.271,0.720,-112.732,-39.307,134.338
-0.026,-2.542,0.638,-99.487,-34.729,127.747
0.196,-2.819,0.622,-79.346,-25.024,115.967
0.316,-3.075,0.568,-52.063,-13.611,93.628
0.347,-3.263,0.424,-20.813,-4.028,63.416
0.359,-3.300,0.198,7.629,-1.526,30.090
0.424,-3.224,-0.036,30.273,-2.747,-2.319
0.540,-3.122,-0.263,44.373,4.456,-32.593
0.648,-2.959,-0.445,49.072,20.386,-62.744
0.694,-2.724,-0.510,45.959,37.598,-93.140
0.689,-2.471,-0.493,39.917,55.359,-122.131
0.668,-2.189,-0.450,33.386,75.745,-148.071
0.564,-1.841,-0.339,27.588,94.727,-171.814
0.393,-1.513,-0.168,23.376,109.680,-193.054
0.259,-1.157,0.055,20.630,123.169,-209.412
0.132,-0.793,0.339,21.973,136.780,-218.994
-0.030,-0.464,0.643,29.663,149.963,-222.839
-0.207,-0.132,0.941,41.077,161.316,-220.337
-0.434,0.198,1.237,54.199,168.884,-210.754
-0.697,0.474,1.508,65.613,167.114,-195.129
-0.948,0.682,1.705,69.397,158.142,-176.392
-1.052,0.866,1.844,62.317,145.752,-158.752
-1.149,1.043,1.926,50.171,123.596,-142.517
-1.247,1.149,1.958,38.574,99.854,-126.465
-1.322,1.212,1.934,30.029,78.674,-107.910
-1.385,1.212,1.847,24.902,57.678,-85.388
-1.418,1.143,1.680,21.851,36.133,-60.181
-1.437,0.989,1.460,19.043,13.367,-35.095
-1.426,0.803,1.192,15.625,-7.324,-13.855
-1.426,0.624,0.890,12.634,-24.292,-0.244
-1.396,0.492,0.649,10.254,-39.856,9.827
-1.383,0.368,0.508,7.690,-48.462,18.433
-1.358,0.232,0.458,2.991,-48.401,27.100
-1.288,0.091,0.445,-4.272,-42.664,35.400
-1.205,-0.040,0.442,-11.780,-36.865,40.710
-1.138,-0.153,0.443,-18.555,-34.668,42.480
-1.083,-0.255,0.447,-24.292,-35.339,40.527
-1.023,-0.340,0.452,-29.114,-35.889,36.865
-0.960,-0.402,0.455,-32.959,-37.109,33.081
-0.892,-0.455,0.451,-34.912,-39.185,29.236
-0.803,-0.491,0.424,-34.607,-42.236,26.123
-0.812,-0.531,0.443,-31.921,-44.800,22.949
-0.797,-0.577,0.414,-25.513,-42.908,22.217
-0.788,-0.608,0.380,-17.090,-42.053,22.339
-0.771,-0.618,0.338,-9.583,-43.091,22.156
-0.753,-0.623,0.294,-3.601,-42.786,21.423
-0.744,-0.630,0.261,0.427,-40.466,20.325
-0.725,-0.627,0.235,2.441,-35.950,18.860
-0.710,-0.611,0.234,2.991,-30.457,16.418
-0.704,-0.585,0.250,2.563,-23.804,13.550
-0.707,-0.560,0.277,1.038,-15.869,10.376
-0.717,-0.535,0.314,-1.099,-8.057,7.507
-0.727,-0.512,0.370,-3.906,-2.319,5.554
-0.735,-0.499,0.433,-5.432,1.526,4.639
-0.747,-0.496,0.491,-5.310,3.174,3.784
-0.751,-0.492,0.526,-3.784,2.075,3.662
-0.747,-0.487,0.536,-1.160,-0.305,3.601
-0.754,-0.480,0.541,1.526,-4.089,3.479
