aX,aY,aZ,gX,gY,gZ
-0.751,-0.767,0.856,93.506,-0.671,-140.320
-0.782,-0.683,0.882,88.623,-5.249,-139.893
-0.806,-0.619,0.906,82.153,-9.460,-140.320
-0.817,-0.552,0.926,75.500,-12.939,-141.846
-0.820,-0.487,0.945,70.374,-17.578,-142.944
-0.840,-0.408,0.956,67.627,-23.437,-141.968
-0.870,-0.338,0.980,68.115,-31.616,-137.695
-0.896,-0.283,0.993,71.716,-41.443,-130.615
-0.923,-0.247,0.987,75.745,-52.124,-121.277
-0.932,-0.231,0.971,79.407,-62.866,-110.352
-0.933,-0.224,0.959,81.055,-74.036,-100.830
-0.941,-0.198,0.932,79.163,-84.961,-94.727
-0.909,-0.183,0.876,74.829,-94.299,-89.722
-0.882,-0.170,0.811,70.190,-102.844,-86.304
-0.851,-0.146,0.738,64.514,-110.779,-84.412
-0.814,-0.109,0.661,58.899,-115.784,-83.191
-0.783,-0.068,0.579,54.321,-119.324,-81.665
-0.760,-0.018,0.505,49.561,-122.131,-79.895
-0.743,0.027,0.443,43.884,-123.840,-77.759
-0.724,0.058,0.376,37.354,-122.681,-73.669
-0.703,0.085,0.320,30.701,-119.751,-66.956
-0.684,0.141,0.252,22.583,-114.319,-59.448
-0.674,0.181,0.215,15.015,-109.741,-53.772
-0.670,0.207,0.172,8.606,-106.689,-47.668
-0.665,0.216,0.134,2.686,-104.187,-40.161
-0.655,0.217,0.105,-2.747,-102.112,-32.104
-0.637,0.207,0.077,-7.751,-100.281,-24.048
-0.625,0.195,0.048,-11.841,-98.572,-15.808
-0.615,0.169,0.026,-15.686,-95.520,-8.545
-0.588,0.127,0.002,-19.836,-91.125,-3.174
-0.554,0.083,-0.016,-24.048,-86.975,1.099
-0.515,0.058,-0.032,-28.687,-82.031,4.028
-0.482,0.028,-0.046,-33.447,-76.416,4.883
-0.443,-0.006,-0.065,-37.964,-71.838,4.456
-0.414,-0.035,-0.089,-42.236,-67.993,4.395
-0.378,-0.065,-0.112,-46.143,-64.514,4.456
-0.356,-0.095,-0.138,-47.913,-61.279,5.005
-0.344,-0.116,-0.169,-47.974,-58.838,6.165
-0.319,-0.119,-0.189,-47.791,-57.190,7.751
-0.309,-0.094,-0.219,-47.913,-54.871,9.460
-0.303,-0.068,-0.265,-47.363,-52.979,13.000
-0.279,-0.053,-0.302,-46.021,-52.246,18.005
-0.256,-0.029,-0.327,-44.495,-50.659,23.254
-0.250,-0.007,-0.349,-43.701,-47.913,29.541
-0.262,0.000,-0.366,-44.556,-44.312,39.001
-0.262,-0.014,-0.373,-46.448,-39.490,52.307
-0.236,-0.075,-0.367,-48.462,-32.288,68.909
-0.234,-0.139,-0.360,-50.598,-23.682,86.121
-0.234,-0.220,-0.342,-53.284,-13.611,104.126
-0.215,-0.319,-0.318,-54.016,-5.005,122.803
-0.198,-0.446,-0.303,-52.795,3.296,139.771
-0.189,-0.556,-0.296,-49.988,12.451,152.832
-0.209,-0.683,-0.270,-46.509,21.545,162.781
-0.210,-0.870,-0.210,-41.931,32.043,173.645
-0.206,-1.105,-0.128,-32.654,42.542,185.913
-0.215,-1.353,-0.050,-19.287,51.453,193.604
-0.238,-1.581,0.015,-7.080,58.044,190.247
-0.275,-1.741,0.112,-1.160,59.265,175.354
-0.361,-1.795,0.196,-1.953,56.091,149.719
-0.437,-1.759,0.256,-8.789,51.575,117.676
-0.512,-1.683,0.305,-18.799,44.189,86.914
-0.557,-1.617,0.321,-30.029,33.691,62.195
-0.593,-1.587,0.292,-40.161,21.301,44.189
-0.588,-1.598,0.248,-47.363,7.996,32.104
-0.551,-1.635,0.198,-49.683,-3.662,24.109
-0.525,-1.651,0.151,-45.715,-11.230,18.005
-0.528,-1.637,0.121,-36.438,-15.503,12.451
-0.548,-1.610,0.102,-24.048,-18.127,7.507
-0.561,-1.573,0.089,-10.132,-19.043,2.808
-0.566,-1.506,0.079,4.089,-18.860,-1.404
-0.568,-1.423,0.078,17.822,-18.616,-4.639
-0.570,-1.339,0.072,29.663,-18.860,-7.874
-0.566,-1.260,0.062,37.903,-19.165,-10.681
-0.557,-1.188,0.053,42.603,-18.738,-12.878
-0.557,-1.127,0.053,44.250,-18.188,-14.465
-0.555,-1.074,0.053,43.762,-17.151,-15.259
-0.555,-1.034,0.045,41.077,-15.259,-15.564
-0.559,-1.001,0.035,36.560,-13.062,-15.747
-0.562,-0.973,0.017,30.640,-10.864,-16.357
-0.560,-0.948,0.002,24.170,-8.545,-17.822
-0.559,-0.928,-0.007,17.090,-5.920,-20.691
-0.554,-0.905,-0.010,10.010,-2.686,-24.902
-0.561,-0.872,-0.002,4.456,0.183,-29.907
-0.564,-0.837,0.005,1.343,3.052,-33.569
-0.561,-0.793,0.015,0.366,6.165,-34.912
-0.563,-0.757,0.030,0.427,7.996,-34.058
-0.567,-0.734,0.042,2.136,8.423,-31.372
-0.577,-0.720,0.049,4.761,7.812,-27.405
-0.583,-0.710,0.052,6.897,6.287,-23.132
-0.589,-0.699,0.048,8.606,3.967,-19.592
-0.603,-0.689,0.039,9.399,1.404,-16.663
-0.613,-0.680,0.025,8.972,-0.427,-13.855
-0.616,-0.687,0.004,7.874,-1.648,-10.742

-0.133,-1.684,1.002,-79.285,176.208,124.207
-0.238,-1.714,1.072,-84.167,171.387,104.004
-0.296,-1.716,1.096,-88.989,161.011,84.961
-0.343,-1.707,1.096,-88.928,146.606,70.129
-0.373,-1.710,1.055,-83.130,132.324,60.974
-0.401,-1.740,0.985,-73.425,120.178,56.030
-0.385,-1.810,0.922,-60.181,109.985,55.176
-0.372,-1.922,0.861,-44.250,100.647,55.481
-0.361,-2.049,0.799,-31.006,94.421,52.307
-0.353,-2.179,0.758,-21.973,92.102,44.983
-0.377,-2.280,0.740,-16.724,91.614,32.898
-0.396,-2.328,0.720,-17.395,91.736,15.442
-0.416,-2.372,0.727,-22.766,91.187,-6.287
-0.457,-2.392,0.748,-28.320,90.271,-30.396
-0.486,-2.384,0.767,-30.823,90.454,-55.725
-0.488,-2.369,0.791,-28.748,88.928,-78.857
-0.469,-2.342,0.828,-20.386,85.144,-96.924
-0.442,-2.278,0.860,-6.714,79.407,-113.098
-0.450,-2.160,0.895,10.254,71.899,-127.930
-0.409,-2.019,0.900,31.128,61.768,-140.381
-0.393,-1.881,0.923,51.697,48.218,-155.762
-0.339,-1.701,0.895,70.740,38.574,-164.978
-0.351,-1.518,0.899,85.876,24.414,-172.302
-0.371,-1.331,0.903,97.900,13.489,-177.551
-0.424,-1.155,0.920,105.713,5.493,-181.946
-0.474,-1.008,0.973,108.948,-2.441,-186.340
-0.502,-0.873,1.016,107.971,-9.277,-190.002
-0.527,-0.744,1.053,103.943,-15.930,-192.993
-0.545,-0.624,1.093,99.609,-22.217,-193.237
-0.586,-0.518,1.143,95.764,-28.564,-190.247
-0.635,-0.435,1.185,93.140,-35.889,-184.692
-0.679,-0.344,1.221,90.332,-44.006,-177.490
-0.732,-0.263,1.248,86.975,-51.880,-169.983
-0.784,-0.194,1.266,80.750,-58.167,-162.598
-0.807,-0.130,1.274,71.045,-62.927,-155.273
-0.827,-0.056,1.268,59.326,-67.566,-149.414
-0.834,0.018,1.269,46.448,-73.547,-145.630
-0.843,0.096,1.260,35.034,-81.177,-142.517
-0.875,0.139,1.268,28.625,-90.759,-136.414
-0.908,0.230,1.173,30.273,-103.210,-125.916
-0.932,0.188,1.130,36.926,-116.028,-108.032
-0.940,0.178,1.038,46.875,-129.456,-90.149
-0.923,0.137,0.952,57.800,-142.395,-72.510
-0.904,0.092,0.843,67.017,-153.503,-57.007
-0.860,0.067,0.735,71.960,-161.621,-45.410
-0.822,0.040,0.621,71.533,-167.908,-39.246
-0.802,0.014,0.501,65.857,-171.448,-37.598
-0.776,-0.008,0.382,56.091,-173.218,-38.696
-0.735,-0.031,0.280,44.434,-173.218,-40.771
-0.706,-0.044,0.190,32.959,-170.410,-42.236
-0.686,-0.063,0.115,22.156,-165.283,-41.016
-0.653,-0.091,0.061,13.611,-158.020,-37.537
-0.621,-0.117,0.021,7.507,-149.170,-34.485
-0.592,-0.136,-0.019,3.174,-139.832,-33.508
-0.572,-0.148,-0.057,-0.061,-130.432,-33.630
-0.543,-0.154,-0.093,-3.418,-120.972,-34.058
-0.515,-0.152,-0.130,-7.812,-111.450,-34.851
-0.507,-0.132,-0.164,-13.733,-102.600,-36.377
-0.494,-0.118,-0.169,-23.071,-93.384,-38.635
-0.481,-0.114,-0.167,-35.828,-84.717,-42.053
-0.481,-0.109,-0.163,-50.476,-77.148,-45.959
-0.452,-0.124,-0.154,-65.125,-70.496,-48.706
-0.431,-0.147,-0.137,-78.186,-64.087,-50.903
-0.411,-0.159,-0.113,-88.318,-58.716,-52.734
-0.386,-0.168,-0.091,-94.788,-53.406,-52.856
-0.375,-0.178,-0.083,-98.206,-48.950,-50.842
-0.347,-0.166,-0.097,-99.304,-45.959,-47.791
-0.311,-0.113,-0.139,-97.351,-46.082,-44.189
-0.266,-0.035,-0.208,-93.262,-46.875,-39.063
-0.225,0.052,-0.287,-87.402,-45.837,-31.555
-0.177,0.170,-0.419,-82.703,-41.443,-19.531
-0.153,0.269,-0.549,-80.811,-34.790,-4.883
-0.167,0.329,-0.619,-83.252,-27.222,10.864
-0.183,0.358,-0.650,-88.684,-13.611,32.288
-0.217,0.295,-0.631,-93.323,3.784,57.373
-0.228,0.141,-0.577,-93.628,21.484,84.717
-0.230,-0.045,-0.479,-89.783,37.292,111.755
-0.258,-0.294,-0.348,-83.130,49.866,137.085
-0.317,-0.585,-0.217,-71.106,60.547,159.485
-0.335,-0.941,-0.085,-53.223,68.420,174.194
-0.352,-1.253,0.026,-33.508,71.411,179.321
-0.426,-1.452,0.148,-17.090,67.993,173.462
-0.536,-1.557,0.233,-6.470,61.829,158.813
-0.637,-1.619,0.286,-2.808,54.871,139.099
-0.706,-1.680,0.334,-5.127,45.959,118.286
-0.757,-1.733,0.362,-9.827,34.973,98.389
-0.779,-1.756,0.384,-14.465,22.278,79.651
-0.789,-1.755,0.395,-15.869,8.911,62.012
-0.799,-1.718,0.380,-12.634,-2.991,46.326
-0.814,-1.651,0.345,-5.554,-13.428,33.447
-0.814,-1.574,0.303,4.761,-23.437,24.231
-0.797,-1.504,0.249,17.090,-32.776,19.043
-0.767,-1.433,0.184,29.846,-41.138,16.174
-0.724,-1.369,0.120,41.321,-47.485,14.404
-0.694,-1.307,0.058,50.659,-50.842,12.085
-0.671,-1.238,-0.006,57.068,-51.025,8.545
-0.645,-1.169,-0.064,60.181,-49.622,3.967
-0.622,-1.099,-0.125,59.387,-46.509,-0.854
-0.601,-1.025,-0.171,55.481,-41.443,-5.371
-0.589,-0.946,-0.204,48.645,-35.034,-10.315
-0.583,-0.865,-0.228,41.016,-27.344,-14.771
-0.581,-0.797,-0.239,32.959,-19.226,-17.517
-0.578,-0.739,-0.242,25.452,-10.986,-17.944
-0.578,-0.694,-0.232,18.616,-2.563,-16.663
-0.581,-0.669,-0.208,12.390,6.592,-13.550
-0.590,-0.659,-0.165,6.836,15.625,-10.071
-0.619,-0.659,-0.118,1.831,23.254,-6.897
-0.648,-0.668,-0.076,-3.479,28.625,-4.761
-0.659,-0.686,-0.040,-8.789,31.128,-3.418
-0.669,-0.700,-0.005,-12.451,30.762,-3.052
-0.687,-0.718,0.019,-14.526,28.625,-2.991
-0.686,-0.727,0.034,-15.259,25.696,-3.418
-0.684,-0.723,0.051,-14.587,22.766,-4.089
-0.695,-0.714,0.066,-12.390,19.592,-5.066
-0.703,-0.708,0.078,-8.606,17.029,-4.700
-0.708,-0.703,0.086,-3.662,14.648,-3.235
-0.711,-0.703,0.090,1.831,11.169,-1.038
-0.710,-0.703,0.086,7.141,6.531,1.526
-0.710,-0.702,0.066,12.024,1.770,3.662

-0.147,-2.032,0.509,-104.004,107.910,140.503
-0.164,-2.100,0.500,-99.365,102.966,124.023
-0.189,-2.117,0.475,-92.529,98.328,106.506
-0.249,-2.099,0.456,-85.876,93.811,85.693
-0.317,-2.089,0.421,-78.918,91.919,65.796
-0.355,-2.095,0.374,-70.984,92.224,48.584
-0.371,-2.103,0.341,-61.768,93.262,32.898
-0.394,-2.103,0.320,-53.589,94.482,16.846
-0.437,-2.106,0.323,-48.096,95.459,0.610
-0.472,-2.125,0.346,-43.518,95.093,-14.404
-0.516,-2.144,0.378,-38.818,92.468,-29.419
-0.555,-2.166,0.417,-33.630,89.844,-43.335
-0.603,-2.202,0.464,-26.184,87.769,-56.396
-0.621,-2.237,0.512,-17.334,85.327,-69.885
-0.656,-2.245,0.553,-6.958,82.886,-83.984
-0.690,-2.197,0.609,5.127,81.238,-99.304
-0.700,-2.068,0.679,18.127,79.163,-114.746
-0.727,-1.904,0.760,29.968,75.317,-129.517
-0.784,-1.725,0.845,38.940,69.458,-143.188
-0.821,-1.543,0.919,44.617,62.012,-153.931
-0.839,-1.391,0.975,47.607,51.697,-161.194
-0.838,-1.255,1.011,48.035,38.940,-165.710
-0.833,-1.143,1.036,47.668,26.794,-168.152
-0.843,-1.057,1.040,47.058,16.174,-169.250
-0.849,-0.974,1.035,45.837,7.690,-170.044
-0.869,-0.870,1.039,43.884,1.099,-171.570
-0.896,-0.771,1.056,41.748,-4.822,-173.828
-0.919,-0.661,1.065,41.931,-11.230,-174.622
-0.922,-0.561,1.074,46.570,-19.226,-171.448
-0.941,-0.478,1.085,56.030,-29.724,-163.208
-0.937,-0.407,1.073,67.444,-41.260,-151.428
-0.901,-0.357,1.038,77.820,-53.101,-137.756
-0.867,-0.322,1.001,84.656,-65.125,-125.488
-0.843,-0.278,0.957,86.121,-74.219,-116.760
-0.820,-0.241,0.901,81.726,-80.505,-110.962
-0.816,-0.198,0.843,72.693,-84.351,-107.788
-0.810,-0.161,0.786,60.425,-85.693,-106.323
-0.805,-0.137,0.721,47.485,-84.412,-105.408
-0.811,-0.116,0.657,35.217,-82.031,-104.919
-0.828,-0.103,0.598,25.146,-80.872,-103.394
-0.820,-0.107,0.549,18.372,-80.139,-98.633
-0.807,-0.118,0.505,15.991,-80.017,-91.248
-0.798,-0.130,0.464,16.541,-80.627,-83.496
-0.790,-0.124,0.416,18.799,-81.604,-76.294
-0.794,-0.115,0.374,22.461,-83.496,-69.641
-0.788,-0.097,0.320,27.222,-86.243,-63.171
-0.787,-0.072,0.254,31.433,-88.623,-57.129
-0.777,-0.046,0.190,34.973,-90.332,-51.758
-0.758,-0.013,0.144,37.415,-92.224,-46.387
-0.732,0.013,0.103,38.269,-92.224,-41.260
-0.701,0.038,0.105,36.377,-90.576,-35.767
-0.691,0.059,0.109,33.081,-87.646,-30.579
-0.700,0.050,0.118,28.564,-83.984,-26.123
-0.721,0.016,0.124,21.484,-81.543,-22.156
-0.716,-0.023,0.113,12.878,-80.139,-20.386
-0.693,-0.049,0.096,4.822,-80.322,-20.630
-0.682,-0.064,0.073,-1.587,-81.116,-21.790
-0.665,-0.072,0.037,-5.005,-82.275,-23.254
-0.619,-0.068,0.008,-5.005,-85.144,-23.682
-0.564,-0.041,-0.026,-1.953,-87.708,-22.095
-0.513,-0.002,-0.066,2.625,-88.806,-19.409
-0.455,0.046,-0.108,7.812,-89.050,-15.015
-0.385,0.101,-0.142,11.719,-87.463,-8.545
-0.322,0.154,-0.181,11.047,-83.374,-2.258
-0.272,0.207,-0.208,3.784,-76.782,2.502
-0.234,0.250,-0.236,-10.498,-68.726,4.395
-0.196,0.286,-0.278,-30.518,-59.998,3.723
-0.168,0.306,-0.327,-53.894,-51.025,2.197
-0.172,0.301,-0.358,-77.148,-42.175,3.113
-0.166,0.287,-0.378,-96.985,-32.104,8.545
-0.139,0.265,-0.396,-109.314,-20.813,19.409
-0.149,0.224,-0.403,-111.694,-11.597,36.011
-0.156,0.149,-0.391,-104.187,-3.906,60.547
-0.148,0.051,-0.372,-89.233,3.174,90.332
-0.157,-0.062,-0.355,-72.571,11.108,120.239
-0.155,-0.224,-0.330,-58.533,21.240,147.705
-0.147,-0.413,-0.282,-48.645,29.175,170.898
-0.153,-0.599,-0.237,-42.603,35.339,186.523
-0.165,-0.790,-0.167,-40.466,40.283,193.420
-0.214,-1.016,-0.092,-40.771,43.091,191.956
-0.294,-1.223,-0.028,-43.518,44.922,184.570
-0.359,-1.407,0.053,-47.546,47.424,174.011
-0.396,-1.589,0.123,-49.255,49.011,160.217
-0.448,-1.762,0.167,-47.058,48.096,142.761
-0.506,-1.871,0.221,-43.274,45.105,122.620
-0.567,-1.889,0.279,-39.185,39.978,100.281
-0.636,-1.842,0.325,-35.583,33.447,77.454
-0.703,-1.774,0.324,-31.372,25.574,56.152
-0.751,-1.694,0.294,-27.588,15.503,38.574
-0.773,-1.638,0.263,-23.621,3.418,26.184
-0.767,-1.617,0.219,-16.113,-7.690,19.836
-0.758,-1.627,0.171,-3.723,-16.968,19.043
-0.744,-1.652,0.131,11.902,-23.499,20.752
-0.730,-1.645,0.102,27.588,-27.466,19.958
-0.717,-1.596,0.080,40.100,-29.297,14.771
-0.700,-1.511,0.055,47.974,-29.907,6.409
-0.672,-1.401,0.032,50.964,-29.663,-3.235
-0.640,-1.286,0.011,50.232,-28.625,-12.817
-0.614,-1.177,-0.016,47.424,-26.550,-21.545
-0.596,-1.067,-0.047,42.969,-22.034,-28.320
-0.581,-0.958,-0.065,36.499,-16.296,-32.837
-0.576,-0.862,-0.072,28.687,-9.827,-34.424
-0.581,-0.795,-0.075,20.813,-3.235,-33.875
-0.595,-0.747,-0.068,12.512,3.174,-31.982
-0.603,-0.708,-0.048,4.822,9.766,-29.480
-0.621,-0.681,-0.023,-1.221,15.930,-26.550
-0.637,-0.660,0.002,-5.005,20.386,-22.522
-0.648,-0.654,0.034,-5.981,23.193,-17.456
-0.658,-0.657,0.070,-4.883,24.536,-12.085
-0.665,-0.661,0.100,-2.319,24.780,-7.263
-0.672,-0.666,0.125,0.732,23.254,-2.930
-0.674,-0.676,0.139,3.784,20.630,0.854
-0.672,-0.681,0.142,6.042,17.395,3.601
-0.664,-0.679,0.138,7.935,13.672,5.554
-0.661,-0.683,0.128,9.705,9.827,7.874
-0.668,-0.683,0.110,11.353,6.531,9.766
-0.681,-0.693,0.083,12.390,3.418,11.292
-0.684,-0.719,0.052,12.207,0.916,12.268
-0.683,-0.739,0.026,11.108,-1.221,12.512

-0.347,-1.560,0.993,-62.866,136.292,106.750
-0.385,-1.709,1.070,-56.030,129.761,100.403
-0.409,-1.819,1.129,-49.255,122.986,87.341
-0.439,-1.867,1.149,-43.640,116.455,69.702
-0.493,-1.906,1.187,-38.574,107.361,50.903
-0.512,-1.965,1.218,-30.579,99.670,34.973
-0.532,-2.035,1.207,-19.653,94.055,23.071
-0.559,-2.121,1.194,-7.996,86.426,12.268
-0.576,-2.217,1.204,2.502,77.454,0.427
-0.604,-2.308,1.204,12.329,69.275,-12.634
-0.633,-2.349,1.177,21.790,60.242,-29.358
-0.675,-2.344,1.168,29.175,51.086,-50.842
-0.715,-2.294,1.175,36.011,41.260,-74.158
-0.727,-2.212,1.168,45.044,31.677,-95.459
-0.722,-2.108,1.159,56.824,21.240,-113.892
-0.689,-1.977,1.158,69.946,10.315,-129.578
-0.663,-1.813,1.164,82.703,0.305,-142.212
-0.658,-1.652,1.156,94.299,-9.827,-151.978
-0.642,-1.487,1.129,102.417,-19.226,-159.485
-0.632,-1.321,1.104,106.384,-27.100,-166.260
-0.655,-1.159,1.071,105.774,-34.119,-172.607
-0.699,-1.011,1.036,102.295,-39.917,-177.979
-0.729,-0.870,1.013,97.229,-44.189,-181.519
-0.767,-0.738,0.995,92.041,-47.363,-182.251
-0.789,-0.627,0.990,86.731,-50.110,-179.810
-0.817,-0.534,0.987,83.008,-53.589,-174.927
-0.843,-0.462,0.995,81.848,-58.716,-168.640
-0.856,-0.392,0.995,83.923,-65.491,-160.217
-0.849,-0.333,0.980,89.905,-73.730,-149.475
-0.827,-0.272,0.970,96.436,-82.214,-138.489
-0.827,-0.204,0.955,99.487,-90.027,-129.639
-0.872,-0.149,0.919,98.083,-98.633,-123.657
-0.907,-0.109,0.889,92.407,-107.300,-119.446
-0.917,-0.069,0.844,83.069,-114.563,-117.065
-0.910,-0.052,0.775,72.510,-120.483,-114.685
-0.890,-0.071,0.709,62.439,-126.099,-112.061
-0.853,-0.072,0.623,51.575,-130.798,-110.229
-0.820,-0.056,0.533,41.931,-134.216,-109.985
-0.792,-0.021,0.449,36.560,-137.329,-108.093
-0.769,0.023,0.362,34.424,-137.939,-103.516
-0.744,0.083,0.262,34.058,-136.475,-96.191
-0.728,0.138,0.183,36.194,-135.620,-86.975
-0.706,0.182,0.117,41.016,-134.705,-75.684
-0.682,0.203,0.068,46.387,-130.432,-62.012
-0.623,0.208,0.012,49.805,-121.582,-48.950
-0.579,0.219,-0.019,48.218,-112.854,-39.673
-0.556,0.230,-0.026,39.856,-104.919,-35.522
-0.539,0.250,0.001,26.855,-94.604,-35.522
-0.534,0.290,0.004,12.390,-82.764,-38.086
-0.549,0.318,-0.004,-2.502,-72.021,-40.100
-0.574,0.328,-0.021,-17.212,-65.552,-38.879
-0.555,0.318,-0.042,-29.785,-59.875,-32.837
-0.533,0.292,-0.051,-37.720,-55.908,-23.315
-0.520,0.246,-0.039,-40.710,-54.138,-12.207
-0.500,0.197,-0.024,-40.405,-52.490,-0.610
-0.468,0.137,-0.010,-39.246,-50.964,10.559
-0.422,0.075,0.002,-37.964,-50.232,20.203
-0.381,-0.001,0.000,-36.438,-51.758,26.367
-0.357,-0.048,-0.002,-35.095,-54.260,29.297
-0.347,-0.062,-0.044,-33.813,-55.542,29.358
-0.373,-0.055,-0.094,-34.363,-57.739,27.405
-0.377,-0.031,-0.151,-37.598,-60.547,26.123
-0.335,-0.034,-0.234,-41.077,-61.584,28.137
-0.329,-0.018,-0.308,-43.396,-62.195,32.349
-0.317,-0.010,-0.359,-44.189,-61.035,39.001
-0.289,-0.019,-0.428,-43.579,-58.289,49.500
-0.246,-0.043,-0.480,-42.358,-54.138,62.683
-0.207,-0.086,-0.519,-42.175,-46.814,75.928
-0.178,-0.126,-0.550,-44.312,-36.499,88.196
-0.175,-0.157,-0.558,-48.950,-24.841,98.877
-0.151,-0.211,-0.541,-56.702,-11.780,108.887
-0.129,-0.293,-0.513,-64.880,1.770,118.469
-0.146,-0.382,-0.458,-73.303,15.381,127.197
-0.170,-0.483,-0.383,-80.383,29.602,135.925
-0.182,-0.608,-0.307,-83.496,42.847,144.226
-0.195,-0.755,-0.217,-82.336,54.749,151.978
-0.233,-0.906,-0.111,-76.355,64.941,160.095
-0.271,-1.054,-0.004,-65.491,72.571,166.931
-0.288,-1.182,0.068,-53.955,76.233,170.166
-0.316,-1.306,0.145,-46.814,74.646,168.274
-0.356,-1.478,0.206,-43.091,68.970,162.476
-0.410,-1.639,0.275,-39.429,61.096,153.076
-0.455,-1.789,0.310,-37.170,55.481,139.832
-0.503,-1.929,0.346,-34.180,50.476,123.657
-0.552,-2.019,0.382,-29.846,43.274,106.628
-0.601,-2.059,0.403,-24.536,35.522,87.646
-0.625,-2.048,0.407,-20.142,27.100,66.528
-0.642,-1.992,0.410,-17.578,17.456,44.312
-0.640,-1.889,0.393,-15.442,7.385,22.827
-0.639,-1.765,0.364,-14.771,-2.258,3.906
-0.638,-1.657,0.322,-15.015,-10.864,-10.925
-0.618,-1.567,0.275,-14.343,-18.677,-21.362
-0.586,-1.500,0.230,-11.169,-24.414,-27.100
-0.566,-1.446,0.188,-4.333,-27.649,-28.809
-0.560,-1.394,0.154,5.371,-28.320,-28.320
-0.564,-1.334,0.127,14.893,-27.466,-27.954
-0.571,-1.263,0.100,23.315,-25.574,-28.259
-0.568,-1.189,0.072,29.419,-23.499,-29.480
-0.557,-1.112,0.055,32.593,-21.667,-31.311
-0.553,-1.029,0.042,32.898,-18.433,-33.325
-0.551,-0.959,0.025,30.579,-14.099,-34.912
-0.548,-0.898,0.012,26.794,-9.766,-35.278
-0.537,-0.848,0.010,22.339,-5.798,-34.729
-0.530,-0.806,0.008,17.639,-1.526,-33.386
-0.535,-0.773,0.006,12.817,2.808,-31.555
-0.534,-0.755,0.006,7.874,6.531,-29.175
-0.532,-0.736,0.011,3.540,8.911,-26.306
-0.536,-0.723,0.017,1.465,10.376,-22.888
-0.547,-0.721,0.028,0.793,11.108,-19.287
-0.546,-0.729,0.043,1.221,10.620,-15.747
-0.545,-0.732,0.052,2.747,9.033,-12.451
-0.545,-0.729,0.058,4.761,7.080,-10.498
-0.543,-0.728,0.065,7.080,5.554,-9.155
-0.540,-0.733,0.075,10.193,3.723,-7.507
-0.542,-0.729,0.080,13.916,1.831,-6.042
-0.538,-0.717,0.075,17.517,0.244,-4.944
-0.541,-0.702,0.064,19.287,-1.099,-3.967
-0.550,-0.699,0.044,19.104,-2.319,-2.808
-0.557,-0.704,0.021,17.456,-3.357,-1.770

0.014,-1.805,0.973,-84.961,152.893,171.387
-0.106,-1.816,1.047,-96.313,153.809,143.372
-0.267,-1.823,1.061,-107.178,146.240,117.615
-0.355,-1.890,1.006,-112.915,130.127,98.755
-0.400,-1.978,0.948,-112.671,109.802,79.773
-0.367,-2.068,0.886,-106.079,94.421,64.392
-0.304,-2.136,0.856,-90.698,84.045,52.612
-0.292,-2.203,0.851,-68.420,76.172,42.725
-0.318,-2.247,0.850,-47.058,71.716,31.189
-0.345,-2.279,0.856,-31.311,68.237,15.747
-0.449,-2.281,0.882,-20.691,62.622,-2.075
-0.351,-2.322,0.857,-12.451,57.190,-17.883
-0.473,-2.348,0.874,-6.958,49.011,-41.565
-0.415,-2.306,0.850,-0.061,44.739,-60.486
-0.434,-2.251,0.851,8.179,33.813,-78.430
-0.455,-2.144,0.871,15.869,18.372,-96.863
-0.447,-2.018,0.880,21.423,10.559,-115.906
-0.434,-1.881,0.867,26.001,8.911,-133.972
-0.417,-1.734,0.859,31.067,7.935,-148.743
-0.410,-1.586,0.872,37.170,7.507,-160.400
-0.412,-1.446,0.880,44.373,8.667,-167.725
-0.436,-1.318,0.897,50.781,9.399,-170.532
-0.457,-1.202,0.940,55.786,8.789,-170.959
-0.511,-1.096,0.957,59.082,6.836,-171.021
-0.594,-0.996,0.958,59.631,3.906,-172.180
-0.655,-0.885,0.985,57.922,0.671,-175.110
-0.672,-0.764,1.004,55.725,-2.747,-177.917
-0.684,-0.649,1.012,54.688,-7.446,-178.284
-0.725,-0.565,1.020,54.810,-13.306,-174.927
-0.753,-0.516,1.034,57.068,-18.738,-165.894
-0.777,-0.486,1.028,61.890,-24.536,-153.320
-0.796,-0.461,1.014,65.979,-30.457,-142.334
-0.827,-0.421,0.996,66.284,-36.377,-135.254
-0.858,-0.368,0.967,63.538,-42.236,-131.836
-0.894,-0.310,0.942,58.594,-48.523,-129.822
-0.911,-0.270,0.927,52.734,-53.528,-126.892
-0.941,-0.264,0.907,49.072,-58.167,-122.009
-0.932,-0.267,0.880,47.668,-63.232,-115.479
-0.911,-0.264,0.844,48.889,-68.542,-107.544
-0.906,-0.248,0.800,52.734,-74.829,-99.976
-0.904,-0.223,0.746,57.068,-80.750,-93.689
-0.877,-0.176,0.682,60.486,-86.304,-89.111
-0.865,-0.117,0.625,62.134,-91.492,-85.205
-0.841,-0.060,0.566,62.744,-94.788,-79.834
-0.806,-0.023,0.503,62.073,-95.947,-74.341
-0.772,0.016,0.472,60.181,-97.107,-68.176
-0.752,0.042,0.451,58.350,-97.168,-60.242
-0.731,0.060,0.429,55.786,-97.046,-53.162
-0.712,0.087,0.397,49.988,-97.656,-48.584
-0.700,0.121,0.355,41.504,-100.159,-46.204
-0.688,0.154,0.299,32.593,-103.149,-44.678
-0.660,0.173,0.249,24.536,-106.140,-41.931
-0.624,0.185,0.199,19.287,-108.276,-37.476
