aX,aY,aZ,gX,gY,gZ
-0.769,0.487,0.227,-4.150,-85.754,-51.025
-0.762,0.508,0.212,-19.531,-83.618,-49.988
-0.758,0.521,0.192,-29.663,-83.740,-45.288
-0.738,0.524,0.167,-33.508,-85.815,-36.194
-0.705,0.514,0.139,-32.288,-89.905,-24.475
-0.647,0.498,0.097,-28.259,-94.177,-11.841
-0.597,0.474,0.056,-23.193,-98.328,0.061
-0.537,0.434,0.019,-18.372,-99.548,12.024
-0.482,0.388,-0.019,-14.282,-97.595,23.376
-0.450,0.339,-0.058,-11.292,-94.299,32.898
-0.420,0.296,-0.092,-10.681,-89.478,40.100
-0.395,0.242,-0.124,-12.878,-83.862,44.617
-0.370,0.197,-0.160,-17.944,-77.820,46.814
-0.341,0.156,-0.194,-25.269,-70.984,48.096
-0.321,0.121,-0.227,-34.790,-61.829,48.096
-0.326,0.073,-0.230,-46.570,-51.880,47.546
-0.354,0.003,-0.222,-59.937,-42.786,47.729
-0.374,-0.086,-0.212,-73.059,-34.058,49.255
-0.391,-0.194,-0.203,-84.229,-25.818,50.720
-0.421,-0.311,-0.198,-91.370,-19.653,52.124
-0.444,-0.419,-0.204,-93.079,-15.869,53.162
-0.455,-0.527,-0.215,-90.027,-14.404,56.702
-0.449,-0.622,-0.207,-82.764,-12.451,62.256
-0.447,-0.695,-0.187,-72.510,-8.728,67.139
-0.451,-0.760,-0.157,-60.852,-4.456,71.228
-0.450,-0.806,-0.124,-49.683,-0.549,75.134
-0.439,-0.834,-0.099,-40.405,3.479,78.735
-0.438,-0.851,-0.071,-33.142,6.775,80.505
-0.449,-0.868,-0.055,-29.175,8.667,80.322
-0.477,-0.911,-0.036,-28.076,9.277,78.674
-0.525,-0.990,-0.007,-28.076,8.301,75.989
-0.574,-1.080,0.000,-27.283,6.653,73.181
-0.617,-1.186,-0.008,-25.085,4.395,68.726
-0.647,-1.268,-0.017,-21.667,0.732,62.744
-0.672,-1.318,-0.022,-16.296,-3.845,55.298
-0.699,-1.341,-0.024,-10.193,-8.057,47.913
-0.710,-1.342,-0.028,-4.150,-9.888,41.260
-0.708,-1.316,-0.039,1.404,-10.437,35.034
-0.713,-1.286,-0.049,6.287,-11.230,28.870
-0.724,-1.250,-0.051,11.169,-11.902,23.254
-0.745,-1.207,-0.060,14.160,-11.292,17.822
-0.765,-1.160,-0.067,14.648,-9.949,11.719
-0.770,-1.109,-0.066,12.695,-7.812,4.456
-0.775,-1.053,-0.058,9.399,-5.981,-2.686
-0.786,-1.001,-0.041,5.005,-3.479,-9.949
-0.800,-0.937,-0.036,0.122,-0.549,-17.151
-0.821,-0.866,-0.037,-5.798,3.174,-23.743
-0.830,-0.803,-0.040,-12.024,7.202,-28.503
-0.829,-0.757,-0.046,-16.479,9.705,-30.090
-0.824,-0.722,-0.047,-17.761,11.353,-28.564
-0.827,-0.698,-0.055,-16.113,12.512,-25.208
-0.833,-0.680,-0.061,-12.146,13.306,-20.325
-0.843,-0.664,-0.061,-6.409,14.160,-14.709
-0.849,-0.653,-0.047,-0.549,14.832,-9.583
-0.856,-0.644,-0.029,4.517,14.832,-5.798
-0.853,-0.633,-0.010,8.118,14.099,-3.540
-0.845,-0.620,0.009,10.681,12.817,-2.930
-0.842,-0.607,0.026,11.414,12.146,-3.174
-0.840,-0.594,0.042,11.353,12.146,-3.906
-0.838,-0.581,0.052,11.230,11.902,-4.333
-0.837,-0.579,0.063,11.047,10.986,-4.150
-0.836,-0.581,0.068,11.169,10.132,-3.418
-0.841,-0.594,0.064,11.414,9.460,-2.563
-0.841,-0.612,0.061,11.841,8.240,-1.648
-0.838,-0.635,0.057,11.841,6.592,-1.343
-0.841,-0.651,0.053,12.268,4.761,-2.258
-0.841,-0.658,0.048,11.719,2.075,-4.028
-0.837,-0.648,0.040,10.925,0.183,-7.080
-0.838,-0.628,0.030,9.521,-1.404,-10.498
-0.830,-0.603,0.012,7.935,-2.747,-13.306
-0.822,-0.582,-0.004,6.531,-3.601,-14.893
-0.818,-0.566,-0.019,5.798,-4.517,-15.076
-0.812,-0.550,-0.035,5.859,-4.395,-14.404
-0.811,-0.533,-0.052,6.592,-4.150,-12.756
-0.818,-0.521,-0.071,7.874,-4.150,-10.193
-0.833,-0.522,-0.089,9.094,-4.517,-7.324

-0.570,-1.674,0.583,-89.355,140.747,93.506
-0.659,-1.704,0.660,-97.778,144.592,74.036
-0.797,-1.795,0.762,-98.572,141.052,58.472
-0.867,-1.856,0.841,-91.736,133.850,48.035
-0.903,-1.941,0.891,-77.637,124.084,42.542
-0.915,-2.039,0.911,-57.312,112.610,38.147
-0.919,-2.118,0.921,-34.729,101.257,33.569
-0.953,-2.151,0.939,-13.977,90.820,24.597
-0.997,-2.151,0.935,1.770,80.750,11.475
-1.042,-2.141,0.890,12.695,71.838,-3.967
-1.092,-2.123,0.835,19.531,64.697,-23.010
-1.118,-2.082,0.806,23.804,60.059,-45.044
-1.130,-2.011,0.775,28.320,57.434,-66.895
-1.140,-1.918,0.759,34.790,54.932,-87.036
-1.142,-1.811,0.761,42.786,51.514,-103.821
-1.057,-1.661,0.750,50.232,48.523,-115.845
-1.013,-1.566,0.753,55.420,44.006,-124.573
-0.937,-1.456,0.777,59.570,37.720,-131.409
-0.876,-1.351,0.780,62.683,32.654,-135.254
-0.855,-1.243,0.774,65.552,29.724,-139.404
-0.858,-1.128,0.773,68.176,26.855,-143.188
-0.874,-1.014,0.769,70.496,23.437,-145.569
-0.921,-0.907,0.784,71.594,19.897,-148.376
-0.938,-0.800,0.793,74.585,17.761,-149.231
-1.056,-0.699,0.856,80.078,9.827,-148.376
-1.011,-0.623,0.882,87.280,7.996,-145.691
-0.990,-0.542,0.876,94.727,6.226,-137.817
-0.993,-0.471,0.891,97.900,-6.714,-129.883
-1.025,-0.411,0.907,97.290,-25.330,-123.596
-1.051,-0.355,0.883,94.421,-37.476,-119.629
-1.076,-0.301,0.838,90.698,-41.748,-117.188
-1.096,-0.239,0.800,86.426,-42.114,-115.417
-1.113,-0.177,0.781,82.275,-42.480,-112.610
-1.120,-0.142,0.768,78.369,-44.189,-107.544
-1.083,-0.125,0.753,75.500,-47.302,-100.647
-1.031,-0.096,0.737,72.937,-51.147,-94.299
-0.992,-0.051,0.716,69.824,-54.199,-89.722
-0.979,0.014,0.700,66.589,-57.251,-86.670
-1.000,0.082,0.706,63.110,-62.866,-84.106
-1.048,0.139,0.720,57.434,-70.435,-83.008
-1.067,0.203,0.699,49.438,-77.393,-82.153
-1.043,0.256,0.664,42.847,-84.473,-78.552
-0.983,0.292,0.634,38.879,-92.834,-72.876
-0.904,0.325,0.605,36.743,-100.708,-66.833
-0.816,0.374,0.562,35.095,-107.178,-62.073
-0.736,0.432,0.501,33.020,-111.572,-57.800
-0.705,0.496,0.433,29.480,-115.723,-53.528
-0.687,0.547,0.355,23.621,-117.126,-48.645
-0.680,0.576,0.273,15.869,-115.479,-42.419
-0.659,0.612,0.192,6.348,-111.023,-34.973
-0.619,0.621,0.134,-3.052,-104.187,-27.405
-0.580,0.605,0.087,-12.512,-94.849,-19.226
-0.548,0.573,0.073,-22.339,-83.740,-11.108
-0.520,0.530,0.086,-32.837,-71.960,-3.906
-0.507,0.484,0.104,-42.908,-61.035,2.563
-0.513,0.443,0.119,-50.659,-52.246,9.460
-0.525,0.381,0.143,-55.420,-47.546,17.395
-0.517,0.299,0.159,-57.312,-47.913,26.184
-0.543,0.206,0.168,-57.251,-51.636,35.034
-0.513,0.094,0.179,-54.810,-51.758,44.312
-0.497,-0.010,0.180,-50.598,-53.406,53.284
-0.466,-0.109,0.175,-46.387,-56.335,60.425
-0.444,-0.189,0.154,-44.067,-59.692,65.735
-0.440,-0.262,0.117,-43.457,-61.523,68.542
-0.425,-0.330,0.068,-44.128,-62.927,69.519
-0.408,-0.388,0.008,-46.265,-64.697,69.336
-0.398,-0.434,-0.047,-48.279,-65.247,68.115
-0.396,-0.471,-0.079,-49.316,-63.477,67.017
-0.424,-0.521,-0.134,-49.072,-60.181,68.970
-0.426,-0.602,-0.179,-47.180,-57.251,75.134
-0.407,-0.706,-0.197,-43.701,-54.749,81.604
-0.401,-0.811,-0.208,-39.673,-51.208,85.999
-0.395,-0.906,-0.206,-35.645,-45.593,87.708
-0.388,-0.978,-0.202,-31.982,-38.940,86.548
-0.390,-1.014,-0.203,-29.236,-32.959,82.153
-0.404,-1.046,-0.205,-28.015,-26.794,75.562
-0.425,-1.095,-0.204,-27.344,-20.752,68.542
-0.460,-1.135,-0.181,-27.039,-14.832,63.110
-0.514,-1.203,-0.155,-25.574,-10.010,59.143
-0.556,-1.288,-0.137,-22.583,-6.897,55.664
-0.595,-1.373,-0.117,-18.555,-6.836,51.086
-0.618,-1.452,-0.093,-15.564,-8.423,43.884
-0.616,-1.492,-0.075,-14.832,-9.583,33.691
-0.631,-1.482,-0.060,-15.747,-10.498,20.142
-0.656,-1.427,-0.055,-16.785,-10.986,5.798
-0.664,-1.358,-0.065,-16.785,-10.254,-5.554
-0.665,-1.284,-0.070,-15.198,-9.888,-13.733
-0.672,-1.201,-0.072,-12.146,-9.094,-18.188
-0.677,-1.134,-0.072,-8.240,-7.263,-20.203
-0.690,-1.082,-0.078,-3.906,-6.042,-20.691
-0.710,-1.036,-0.080,0.122,-5.798,-20.630
-0.729,-1.000,-0.077,3.357,-5.737,-20.569
-0.735,-0.958,-0.075,5.920,-4.700,-20.813
-0.738,-0.917,-0.075,8.118,-3.296,-21.240
-0.739,-0.872,-0.077,10.193,-1.831,-21.912
-0.739,-0.821,-0.081,11.353,0.366,-22.278
-0.745,-0.766,-0.075,11.902,3.174,-22.217
-0.749,-0.722,-0.077,12.390,5.920,-21.118
-0.745,-0.689,-0.079,12.268,8.484,-19.165
-0.750,-0.662,-0.086,11.841,10.559,-17.151
-0.767,-0.635,-0.089,11.780,12.085,-15.442
-0.780,-0.609,-0.087,12.207,12.939,-13.550
-0.792,-0.580,-0.081,12.695,14.038,-11.963
-0.794,-0.549,-0.068,12.695,15.076,-10.864
-0.798,-0.527,-0.049,12.146,15.991,-9.705
-0.796,-0.515,-0.028,11.414,15.747,-8.179
-0.787,-0.511,-0.006,10.620,15.259,-6.287
-0.779,-0.512,0.014,9.644,14.954,-4.517
-0.784,-0.513,0.029,8.667,14.709,-3.479
-0.800,-0.512,0.036,7.629,13.733,-3.357
-0.807,-0.523,0.043,6.104,12.451,-3.784
-0.807,-0.532,0.039,4.761,11.169,-4.578
-0.813,-0.520,0.037,4.395,10.193,-5.615
-0.836,-0.502,0.037,4.517,10.071,-5.920
-0.837,-0.498,0.036,4.578,10.071,-5.310
-0.838,-0.499,0.042,4.395,8.728,-4.150
-0.847,-0.511,0.047,4.211,6.775,-3.113
-0.844,-0.527,0.051,3.540,4.211,-2.502
-0.846,-0.528,0.048,2.686,1.404,-2.380

-0.608,-1.511,0.545,-47.302,84.839,55.969
-0.636,-1.508,0.581,-47.668,84.229,42.236
-0.694,-1.511,0.613,-47.974,81.360,29.968
-0.726,-1.532,0.640,-45.837,78.918,21.790
-0.728,-1.589,0.661,-39.429,77.393,17.822
-0.734,-1.655,0.686,-28.809,76.050,16.296
-0.749,-1.732,0.706,-16.479,74.768,14.526
-0.745,-1.791,0.713,-4.883,73.486,11.780
-0.747,-1.834,0.709,6.042,72.021,7.263
-0.777,-1.872,0.716,15.930,69.275,0.488
-0.811,-1.903,0.722,24.780,65.552,-7.080
-0.827,-1.920,0.720,32.043,61.584,-16.724
-0.846,-1.933,0.710,37.354,57.678,-28.381
-0.854,-1.932,0.705,41.138,53.955,-41.443
-0.840,-1.891,0.705,44.617,50.964,-55.908
-0.835,-1.818,0.691,48.096,47.974,-70.679
-0.842,-1.727,0.667,52.795,45.044,-84.229
-0.836,-1.614,0.650,58.533,41.992,-95.093
-0.812,-1.511,0.646,64.514,38.330,-102.783
-0.851,-1.408,0.645,70.068,34.729,-106.873
-0.898,-1.344,0.659,74.219,31.189,-108.276
-0.917,-1.299,0.673,75.073,31.677,-113.342
-0.978,-1.240,0.668,75.623,34.180,-115.845
-1.015,-1.159,0.711,74.402,28.687,-119.141
-1.044,-1.070,0.757,71.899,21.667,-123.718
-1.044,-0.979,0.786,66.101,16.907,-130.310
-1.047,-0.885,0.817,58.228,12.329,-137.939
-1.045,-0.796,0.838,51.880,7.812,-144.165
-1.052,-0.718,0.858,49.194,1.709,-147.034
-1.042,-0.642,0.861,50.476,-5.859,-145.813
-1.028,-0.563,0.851,55.054,-14.221,-141.174
-1.021,-0.493,0.833,60.669,-23.926,-135.315
-1.011,-0.422,0.800,66.895,-33.081,-127.991
-0.995,-0.361,0.750,74.036,-40.771,-119.446
-0.972,-0.301,0.701,80.811,-47.241,-111.145
-0.951,-0.240,0.651,85.632,-53.101,-103.821
-0.920,-0.191,0.601,87.708,-58.716,-97.534
-0.895,-0.148,0.554,86.426,-63.782,-92.712
-0.859,-0.096,0.528,81.299,-68.359,-88.867
-0.858,-0.060,0.521,72.876,-73.425,-85.388
-0.855,-0.059,0.504,62.256,-77.698,-81.909
-0.850,-0.052,0.486,50.598,-80.322,-79.285
-0.839,-0.038,0.473,39.978,-84.167,-77.271
-0.813,-0.018,0.448,32.837,-88.318,-74.097
-0.792,0.001,0.409,29.785,-92.346,-69.946
-0.767,0.024,0.364,29.907,-96.375,-65.491
-0.733,0.063,0.320,31.433,-100.647,-60.913
-0.688,0.106,0.276,34.668,-103.271,-55.359
-0.649,0.150,0.234,37.842,-104.126,-48.950
-0.633,0.196,0.179,39.063,-103.699,-41.809
-0.634,0.216,0.125,37.964,-101.379,-34.302
-0.622,0.206,0.087,34.607,-97.900,-26.794
-0.600,0.192,0.061,29.480,-94.238,-20.081
-0.579,0.183,0.037,21.729,-90.210,-15.076
-0.556,0.175,0.021,12.268,-85.205,-11.536
-0.543,0.153,0.026,2.686,-80.505,-9.399
-0.518,0.129,0.037,-8.362,-75.989,-8.240
-0.493,0.113,0.040,-20.020,-72.083,-7.324
-0.464,0.098,0.042,-30.151,-70.068,-6.470
-0.433,0.086,0.038,-37.292,-68.848,-5.371
-0.429,0.078,0.031,-41.504,-68.481,-2.930
-0.422,0.061,0.007,-43.640,-68.359,1.587
-0.393,0.041,-0.016,-44.739,-67.627,8.423
-0.365,0.023,-0.051,-44.617,-65.857,15.747
-0.339,0.002,-0.092,-44.495,-63.354,22.339
-0.314,-0.021,-0.133,-44.556,-60.974,28.809
-0.284,-0.035,-0.167,-46.204,-58.289,35.461
-0.262,-0.042,-0.206,-49.927,-53.955,41.504
-0.250,-0.046,-0.229,-55.481,-48.706,47.363
-0.241,-0.062,-0.252,-61.462,-42.725,54.016
-0.285,-0.096,-0.286,-66.711,-36.804,64.148
-0.320,-0.199,-0.311,-70.129,-31.616,78.735
-0.325,-0.355,-0.331,-70.007,-26.428,95.886
-0.336,-0.536,-0.334,-66.162,-22.644,112.000
-0.356,-0.712,-0.324,-58.899,-20.203,124.390
-0.366,-0.870,-0.297,-49.316,-18.188,132.019
-0.372,-1.000,-0.263,-39.734,-15.930,133.789
-0.411,-1.123,-0.226,-31.738,-14.404,130.371
-0.465,-1.276,-0.191,-23.987,-14.771,124.084
-0.509,-1.426,-0.129,-15.869,-13.672,116.028
-0.534,-1.523,-0.085,-7.324,-8.911,106.506
-0.577,-1.581,-0.074,-0.244,-4.700,94.604
-0.628,-1.605,-0.088,3.601,-4.272,80.627
-0.649,-1.585,-0.125,3.296,-6.775,65.369
-0.657,-1.558,-0.156,-0.305,-10.376,48.523
-0.658,-1.523,-0.176,-4.944,-14.221,31.982
-0.639,-1.470,-0.192,-8.972,-16.296,17.578
-0.613,-1.401,-0.193,-11.475,-16.235,5.554
-0.597,-1.329,-0.189,-12.512,-14.099,-3.052
-0.588,-1.263,-0.188,-12.085,-10.376,-9.155
-0.584,-1.196,-0.189,-10.864,-6.287,-13.855
-0.581,-1.123,-0.193,-9.521,-3.052,-17.456
-0.600,-1.050,-0.203,-8.301,-0.305,-19.409
-0.630,-0.996,-0.221,-7.568,2.869,-20.081
-0.652,-0.953,-0.234,-7.202,5.432,-19.470
-0.665,-0.918,-0.239,-7.080,7.324,-17.883
-0.669,-0.892,-0.230,-6.287,9.460,-15.625
-0.677,-0.882,-0.212,-3.967,11.475,-12.939
-0.677,-0.868,-0.186,-0.427,13.245,-10.498
-0.670,-0.850,-0.157,3.296,14.587,-8.179
-0.670,-0.827,-0.124,6.042,16.357,-6.653
-0.660,-0.807,-0.096,7.446,18.677,-5.615
-0.660,-0.793,-0.075,7.019,20.752,-5.371
-0.674,-0.778,-0.056,5.615,21.851,-6.531
-0.693,-0.756,-0.038,3.235,22.461,-8.362
-0.717,-0.734,-0.029,0.549,22.339,-10.010
-0.740,-0.714,-0.021,-1.831,21.301,-11.169
-0.761,-0.707,-0.012,-3.418,19.775,-10.986
-0.778,-0.705,-0.004,-3.723,18.555,-9.705
-0.776,-0.710,0.007,-2.319,16.785,-7.874
-0.770,-0.716,0.020,0.183,14.282,-5.798
-0.755,-0.719,0.031,3.540,11.597,-3.967
-0.738,-0.714,0.035,6.653,9.155,-2.441
-0.724,-0.708,0.035,9.216,7.019,-1.160
-0.716,-0.705,0.030,10.742,5.188,-0.122
-0.721,-0.700,0.018,10.864,3.784,0.122
-0.726,-0.705,-0.000,9.033,2.686,0.061
-0.725,-0.719,-0.019,6.714,1.343,-0.549
-0.720,-0.731,-0.036,4.822,0.122,-1.648

-0.460,-1.613,0.522,-34.729,89.294,74.402
-0.509,-1.670,0.543,-25.024,86.853,69.153
-0.565,-1.782,0.546,-17.151,85.571,65.857
-0.610,-1.894,0.546,-12.207,84.595,60.852
-0.628,-1.996,0.553,-9.460,84.045,51.575
-0.653,-2.071,0.561,-7.263,83.069,38.635
-0.674,-2.103,0.561,-3.784,81.970,23.132
-0.675,-2.106,0.547,-0.183,80.994,6.775
-0.662,-2.081,0.535,3.296,80.261,-8.789
-0.660,-2.043,0.552,7.141,78.064,-24.170
-0.656,-2.009,0.565,12.085,74.890,-38.574
-0.636,-1.968,0.569,18.066,72.083,-50.598
-0.610,-1.920,0.586,25.452,68.481,-60.486
-0.627,-1.864,0.598,33.997,63.660,-68.481
-0.695,-1.800,0.600,42.603,58.655,-78.247
-0.680,-1.719,0.591,48.889,56.030,-90.271
-0.683,-1.598,0.580,53.650,55.664,-99.976
-0.714,-1.477,0.594,56.335,50.171,-109.314
-0.741,-1.357,0.617,58.167,44.006,-116.516
-0.748,-1.262,0.642,59.509,40.283,-121.582
-0.767,-1.187,0.680,60.059,37.292,-125.000
-0.796,-1.136,0.701,60.791,35.217,-127.014
-0.824,-1.100,0.708,61.340,33.142,-128.357
-0.848,-1.064,0.717,61.768,29.114,-130.005
-0.873,-1.023,0.733,62.195,23.437,-132.080
-0.933,-0.990,0.749,63.171,17.334,-135.010
-0.986,-0.938,0.765,65.247,11.536,-138.550
-1.011,-0.875,0.786,68.909,5.920,-140.808
-1.026,-0.810,0.806,74.646,0.427,-140.808
-1.022,-0.742,0.816,81.787,-5.066,-138.184
-1.000,-0.672,0.818,88.623,-12.024,-133.728
-0.969,-0.597,0.803,92.468,-20.752,-129.822
-0.930,-0.506,0.786,90.881,-29.053,-128.174
-0.907,-0.397,0.773,84.106,-37.170,-128.418
-0.888,-0.291,0.746,73.486,-44.739,-129.639
-0.875,-0.188,0.704,60.547,-51.208,-132.263
-0.855,-0.093,0.667,48.706,-58.044,-134.644
-0.846,-0.010,0.631,40.833,-65.002,-132.996
-0.827,0.055,0.587,38.147,-69.580,-126.526
-0.811,0.104,0.544,40.283,-73.486,-115.417
-0.802,0.147,0.502,44.922,-77.942,-102.539
-0.799,0.186,0.467,49.438,-81.421,-89.233
-0.808,0.194,0.431,52.979,-83.801,-75.195
-0.792,0.190,0.404,54.932,-86.426,-61.768
-0.778,0.196,0.382,53.528,-90.576,-50.842
-0.771,0.185,0.376,49.622,-94.421,-42.603
-0.761,0.158,0.362,43.152,-96.130,-35.400
-0.743,0.132,0.344,33.203,-96.130,-30.823
-0.725,0.098,0.308,20.325,-95.337,-29.053
-0.700,0.067,0.249,7.263,-94.360,-30.090
-0.684,0.044,0.188,-4.822,-93.994,-33.203
-0.677,0.026,0.125,-15.747,-93.567,-35.400
-0.673,0.009,0.071,-22.949,-92.590,-36.072
-0.664,-0.002,0.028,-26.794,-91.309,-35.278
-0.640,-0.010,-0.008,-27.954,-88.684,-32.898
-0.611,-0.005,-0.025,-26.855,-85.571,-28.809
-0.565,-0.000,-0.037,-23.071,-80.200,-23.621
-0.519,0.006,-0.050,-18.799,-74.524,-17.334
-0.487,0.011,-0.056,-16.479,-68.665,-11.108
-0.449,0.017,-0.064,-17.639,-63.232,-6.348
-0.401,0.021,-0.077,-22.034,-59.265,-2.930
-0.364,0.025,-0.091,-30.090,-55.786,-1.221
-0.353,0.024,-0.110,-41.443,-52.795,-0.977
-0.335,0.009,-0.142,-55.237,-50.171,-1.465
-0.306,-0.007,-0.181,-68.237,-48.157,-1.160
-0.273,-0.016,-0.211,-77.698,-46.143,1.099
-0.248,-0.006,-0.252,-82.336,-43.457,5.737
-0.252,0.009,-0.294,-82.947,-41.077,12.878
-0.247,0.006,-0.334,-80.261,-37.720,23.560
-0.251,-0.011,-0.371,-74.097,-33.569,40.344
-0.243,-0.073,-0.388,-65.918,-28.931,61.951
-0.225,-0.157,-0.379,-57.861,-21.667,84.167
-0.220,-0.247,-0.356,-53.406,-12.390,103.882
-0.196,-0.356,-0.309,-52.979,-4.639,119.507
-0.180,-0.498,-0.254,-54.993,0.793,128.845
-0.190,-0.623,-0.205,-58.960,5.188,133.301
-0.193,-0.723,-0.172,-63.354,10.681,133.301
-0.238,-0.812,-0.137,-67.139,16.113,129.578
-0.317,-0.912,-0.092,-67.688,19.775,125.671
-0.401,-1.026,-0.055,-64.941,22.522,123.962
-0.467,-1.185,-0.029,-61.035,24.841,124.878
-0.500,-1.376,0.000,-54.871,25.024,125.549
-0.509,-1.543,0.020,-45.349,22.888,121.826
-0.513,-1.638,0.043,-34.546,18.311,111.145
-0.555,-1.654,0.066,-25.452,13.123,95.398
-0.602,-1.592,0.089,-20.813,9.583,77.209
-0.631,-1.517,0.096,-19.470,5.859,59.509
-0.663,-1.456,0.108,-18.921,1.404,46.509
-0.701,-1.424,0.113,-16.479,-2.380,39.429
-0.742,-1.426,0.103,-11.597,-4.883,37.537
-0.769,-1.478,0.088,-4.700,-7.263,38.940
-0.772,-1.549,0.065,3.479,-10.864,40.710
-0.780,-1.578,0.042,10.620,-14.832,38.025
-0.775,-1.566,0.015,15.991,-18.250,30.701
-0.756,-1.516,-0.019,19.836,-20.447,20.630
-0.734,-1.434,-0.047,21.790,-20.996,8.728
-0.722,-1.313,-0.066,22.400,-19.409,-1.831
-0.705,-1.199,-0.081,22.217,-15.686,-8.911
-0.684,-1.111,-0.087,21.362,-11.658,-13.489
-0.661,-1.026,-0.082,19.531,-7.935,-16.602
-0.638,-0.960,-0.080,16.663,-3.906,-18.433
-0.633,-0.900,-0.071,13.123,-0.244,-18.982
-0.641,-0.854,-0.060,8.667,2.808,-18.799
-0.655,-0.823,-0.043,4.883,5.981,-17.883
-0.667,-0.804,-0.021,1.953,8.911,-16.113
-0.672,-0.797,-0.003,0.610,10.864,-13.611
-0.673,-0.793,0.014,0.549,11.780,-11.353
-0.672,-0.806,0.026,1.221,12.512,-10.071
-0.662,-0.818,0.041,2.930,12.024,-8.606
-0.652,-0.818,0.052,6.653,11.230,-6.958
-0.643,-0.807,0.057,10.864,10.742,-5.981
-0.635,-0.786,0.059,14.160,10.071,-5.371
-0.628,-0.763,0.053,15.686,8.789,-4.883
-0.621,-0.738,0.042,15.564,7.324,-5.005
-0.621,-0.717,0.028,14.282,5.737,-5.188
-0.615,-0.702,0.010,12.512,3.906,-5.066
-0.615,-0.690,-0.012,10.559,2.075,-4.639
-0.622,-0.678,-0.037,7.812,0.732,-4.089
-0.622,-0.684,-0.059,5.798,-0.488,-3.784

-0.396,-1.759,0.675,-72.998,91.431,116.333
-0.440,-1.861,0.650,-71.777,88.440,103.943
-0.494,-1.946,0.630,-66.528,88.013,89.417
-0.521,-2.004,0.622,-57.190,89.783,75.256
-0.554,-2.028,0.659,-45.349,91.736,61.523
-0.614,-2.076,0.717,-32.593,94.421,48.157
-0.638,-2.115,0.748,-19.775,98.877,36.865
-0.641,-2.129,0.770,-9.888,103.333,25.940
-0.657,-2.151,0.839,-2.502,103.333,13.733
-0.675,-2.180,0.902,3.784,100.586,1.831
-0.677,-2.202,0.930,7.080,98.328,-9.399
-0.658,-2.203,0.954,7.263,95.947,-22.156
-0.659,-2.194,0.972,5.859,92.651,-36.926
-0.661,-2.164,0.971,4.272,88.806,-52.795
-0.684,-2.099,0.959,4.456,84.656,-68.848
-0.773,-2.000,0.958,5.676,79.285,-84.778
-0.704,-1.920,0.940,10.681,75.012,-96.619
-0.793,-1.823,0.952,17.822,68.359,-113.037
-0.730,-1.691,0.946,28.015,67.749,-123.291
-0.749,-1.548,0.951,40.344,61.523,-131.409
-0.745,-1.399,0.973,54.016,45.593,-135.986
-0.732,-1.276,0.975,67.871,29.358,-137.512
-0.719,-1.164,0.948,80.505,18.188,-137.817
-0.713,-1.055,0.916,89.966,11.902,-138.123
-0.724,-0.963,0.889,94.971,7.996,-139.221
-0.736,-0.868,0.858,95.947,3.662,-140.137
